,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Gordie Howe,27.0,RW,70,38,41,79,,100,24.0,14.0,0.0,8.0,18,22.0,1.0,,,,,10.0,1.3,11.3
1,2.0,Dutch Reibel,25.0,C,68,17,39,56,,10,15.0,2.0,0.0,3.0,19,20.0,0.0,,,,,5.1,1.3,6.4
2,3.0,Alex Delvecchio,23.0,C,70,25,26,51,,24,17.0,8.0,0.0,7.0,17,8.0,1.0,,,,,5.4,1.3,6.7
3,4.0,Ted Lindsay,30.0,LW,67,27,23,50,,161,13.0,14.0,0.0,4.0,13,10.0,0.0,,,,,5.6,1.2,6.9
4,5.0,Red Kelly,28.0,D,70,16,34,50,,39,7.0,9.0,0.0,3.0,16,18.0,0.0,,,,,6.0,5.2,11.2
5,6.0,Metro Prystai,28.0,C,63,12,16,28,,10,11.0,1.0,0.0,0.0,14,2.0,0.0,,,,,1.6,1.2,2.8
6,7.0,Bill Dineen,23.0,RW,70,12,7,19,,28,11.0,1.0,0.0,0.0,7,0.0,0.0,,,,,0.3,1.3,1.6
7,8.0,Bob Goldham,33.0,D,68,3,16,19,,34,1.0,0.0,2.0,0.0,14,1.0,1.0,,,,,1.1,5.0,6.1
8,9.0,Norm Ullman,20.0,C,66,9,9,18,,26,9.0,0.0,0.0,1.0,8,1.0,0.0,,,,,0.0,1.2,1.2
9,10.0,Marty Pavelich,28.0,LW,70,5,13,18,,38,4.0,0.0,1.0,1.0,11,1.0,1.0,,,,,-0.6,1.3,0.7
10,11.0,Marcel Pronovost,25.0,D,68,4,13,17,,46,2.0,0.0,2.0,0.0,10,3.0,0.0,,,,,1.0,5.0,6.0
11,12.0,Lorne Ferguson,25.0,LW,28,8,7,15,,12,8.0,0.0,0.0,2.0,7,0.0,0.0,,,,,1.3,0.5,1.8
12,13.0,John Bucyk,20.0,LW,38,1,8,9,,18,0.0,1.0,0.0,1.0,7,1.0,0.0,,,,,-0.6,0.7,0.1
13,14.0,Warren Godfrey,24.0,D,67,2,6,8,,86,2.0,0.0,0.0,0.0,6,0.0,0.0,,,,,-0.2,4.9,4.7
14,15.0,Jerry Toppazzini,24.0,RW,40,1,7,8,,29,1.0,0.0,0.0,0.0,6,0.0,1.0,,,,,-0.8,0.7,-0.1
15,16.0,Real Chevrefils,23.0,LW,38,3,4,7,,20,1.0,2.0,0.0,0.0,3,1.0,0.0,,,,,-0.6,0.7,0.1
16,17.0,Larry Hillman,18.0,D,47,0,3,3,,53,0.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.6,3.5,2.9
17,18.0,Gord Hollingworth,22.0,D,41,0,2,2,,28,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.6,3.0,2.4
18,19.0,Cummy Burton,19.0,RW,3,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.1,-0.1
19,20.0,Norm Corcoran,24.0,C,2,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,-0.1
20,21.0,Murray Costello,21.0,C,25,0,0,0,,4,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-1.1,0.5,-0.7
21,22.0,Glenn Hall,24.0,G,70,0,0,0,,14,,,,,0,,,,,4198.0,59:58,0.0,0.0,14.5
22,23.0,Ed Sandford,27.0,LW,5,0,0,0,,6,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
23,24.0,Ed Stankiewicz,26.0,C,5,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
