,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Syd Howe,29.0,C,48,20,24,44,,8,18.0,2.0,0.0,1.0,19,5.0,0.0,,,,,4.1,1.1,5.2
1,2.0,Sid Abel,22.0,C,47,10,22,32,,29,10.0,0.0,0.0,2.0,16,6.0,0.0,,,,,2.1,1.0,3.2
2,3.0,Mud Bruneteau,26.0,RW,45,12,17,29,,12,10.0,2.0,0.0,3.0,16,1.0,0.0,,,,,1.7,1.0,2.7
3,4.0,Eddie Wares,25.0,RW,42,10,16,26,,34,7.0,3.0,0.0,4.0,15,1.0,0.0,,,,,1.6,0.9,2.5
4,5.0,Alex Motter,27.0,D,48,13,12,25,,18,8.0,4.0,1.0,2.0,12,0.0,0.0,,,,,2.7,4.3,7.0
5,6.0,Gus Giesebrecht,23.0,C,43,7,18,25,,7,7.0,0.0,0.0,2.0,17,1.0,0.0,,,,,1.1,1.0,2.1
6,7.0,Ebbie Goodfellow,33.0,D,47,5,17,22,,35,5.0,0.0,0.0,0.0,14,3.0,0.0,,,,,1.6,4.2,5.8
7,8.0,Carl Liscombe,25.0,LW,33,10,10,20,,0,10.0,0.0,0.0,1.0,9,1.0,0.0,,,,,1.4,0.7,2.1
8,9.0,Don Grosso,25.0,LW,45,8,7,15,,14,7.0,1.0,0.0,2.0,5,2.0,0.0,,,,,0.1,1.0,1.1
9,10.0,Joe Fisher,24.0,RW,28,5,8,13,,11,5.0,0.0,0.0,1.0,8,0.0,0.0,,,,,0.4,0.6,1.1
10,11.0,Jimmy Orlando,24.0,D,48,1,10,11,,99,1.0,0.0,0.0,1.0,10,0.0,0.0,,,,,0.0,4.3,4.3
11,12.0,Jack Stewart,23.0,D,47,2,5,7,,56,2.0,0.0,0.0,1.0,5,0.0,0.0,,,,,-0.1,4.2,4.0
12,13.0,Bill Jennings,24.0,RW,12,1,5,6,,2,1.0,0.0,0.0,1.0,3,2.0,0.0,,,,,0.1,0.3,0.4
13,14.0,Joe Carveth,22.0,RW,19,2,1,3,,2,2.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.4,0.4,0.0
14,15.0,Connie Brown,24.0,C,3,1,2,3,,0,1.0,0.0,0.0,0.0,2,0.0,0.0,,,,,0.3,0.1,0.3
15,16.0,Les Douglas,22.0,C,18,1,2,3,,2,1.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.5,0.4,-0.1
16,17.0,Art Herchenratter,23.0,LW,10,1,2,3,,2,1.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.1,0.2,0.1
17,18.0,Ken Kilrea,22.0,LW,15,2,0,2,,0,2.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.3,0.3,0.0
18,19.0,Eddie Bruneteau,21.0,RW,11,1,1,2,,2,1.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.2,0.2,0.0
19,20.0,Arch Wilder,23.0,LW,18,0,2,2,,2,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.7,0.4,-0.3
20,21.0,Bob Whitelaw,24.0,D,23,0,1,1,,2,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.4,2.0,1.7
21,22.0,Dick Behling,24.0,D,3,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.3,0.2
22,23.0,Harold Jackson,22.0,D,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.1,0.1
23,24.0,Johnny Mowers,24.0,G,48,0,0,0,,0,,,,,0,,,,,3040.0,63:20,0.0,0.0,11.0
