,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
0,1.0,Dylan Larkin,22.0,C,76,32,41,73,-6,75,23,7,2,4,32,8,1,287,11.1,1660.0,21:51,5.9,1.6,7.5,38.0,80,865.0,722.0,54.5
1,2.0,Andreas Athanasiou,24.0,C,76,30,24,54,-9,38,27,3,0,4,16,8,0,216,13.9,1290.0,16:58,4.8,1.1,5.9,26.0,33,171.0,228.0,42.9
2,3.0,Gustav Nyquist,29.0,RW,62,16,33,49,0,8,15,1,0,2,23,10,0,163,9.8,1123.0,18:07,3.4,1.2,4.6,16.0,24,8.0,10.0,44.4
3,4.0,Anthony Mantha,24.0,RW,67,25,23,48,-8,30,18,7,0,1,17,6,0,198,12.6,1194.0,17:50,4.0,1.0,5.0,23.0,67,22.0,28.0,44.0
4,5.0,Tyler Bertuzzi,23.0,LW,73,21,26,47,11,36,18,3,0,4,23,3,0,131,16.0,1206.0,16:31,3.5,1.7,5.2,39.0,76,10.0,20.0,33.3
5,6.0,Thomas Vanek,35.0,LW,64,16,20,36,-12,26,12,4,0,1,13,7,0,108,14.8,903.0,14:07,2.7,0.5,3.3,13.0,38,7.0,18.0,28.0
6,7.0,Frans Nielsen,34.0,C,72,10,25,35,-7,14,10,0,0,4,16,8,1,120,8.3,1201.0,16:41,1.2,1.1,2.2,44.0,79,450.0,473.0,48.8
7,8.0,Niklas Kronwall,38.0,D,79,3,24,27,-5,40,2,1,0,0,17,7,0,71,4.2,1576.0,19:57,1.1,3.1,4.2,96.0,84,0.0,0.0,
8,9.0,Mike Green,33.0,D,43,5,21,26,-1,28,5,0,0,0,18,3,0,92,5.4,932.0,21:41,2.0,2.0,3.9,56.0,60,0.0,0.0,
9,10.0,Luke Glendening,29.0,C,78,10,13,23,2,15,9,0,1,1,11,0,2,102,9.8,1231.0,15:47,-0.1,1.4,1.3,102.0,198,658.0,524.0,55.7
10,11.0,Filip Hronek,21.0,D,46,5,18,23,-10,30,4,1,0,0,13,4,1,73,6.8,918.0,19:58,1.7,1.2,2.9,32.0,66,0.0,0.0,
11,12.0,Danny DeKeyser,28.0,D,52,5,15,20,2,39,5,0,0,3,15,0,0,59,8.5,1142.0,21:58,1.1,2.6,3.8,94.0,79,0.0,0.0,
12,13.0,Justin Abdelkader,31.0,LW,71,6,13,19,-14,38,4,1,1,0,12,1,0,95,6.3,1093.0,15:24,-0.5,0.7,0.1,34.0,185,52.0,51.0,50.5
13,14.0,Michael Rasmussen,19.0,C,62,8,10,18,-8,29,4,4,0,0,10,0,0,74,10.8,749.0,12:05,0.5,0.5,1.0,28.0,84,23.0,41.0,35.9
14,15.0,Darren Helm,32.0,C,61,7,10,17,-11,20,6,0,1,0,7,0,3,107,6.5,889.0,14:35,-0.1,0.6,0.5,26.0,50,16.0,20.0,44.4
15,16.0,Dennis Cholowski,20.0,D,52,7,9,16,-20,16,3,4,0,1,4,5,0,71,9.9,949.0,18:15,1.2,0.6,1.7,50.0,18,1.0,0.0,100.0
16,17.0,Nick Jensen,28.0,D,60,2,13,15,1,17,2,0,0,0,12,0,1,66,3.0,1248.0,20:48,0.2,2.8,3.0,79.0,61,0.0,0.0,
17,18.0,Jacob de La Rose,23.0,LW,60,3,6,9,-13,16,3,0,0,0,6,0,0,55,5.5,686.0,11:26,-0.7,0.3,-0.4,29.0,72,161.0,219.0,42.4
18,19.0,Christoffer Ehn,22.0,C,60,3,6,9,-5,6,2,0,1,1,6,0,0,49,6.1,637.0,10:37,-0.6,0.5,-0.1,39.0,70,84.0,93.0,47.5
19,20.0,Trevor Daley,35.0,D,44,2,6,8,-3,12,1,0,1,1,6,0,0,47,4.3,817.0,18:34,0.0,1.6,1.6,53.0,14,0.0,0.0,
20,21.0,Taro Hirose,22.0,LW,10,1,6,7,0,2,1,0,0,1,5,1,0,15,6.7,153.0,15:18,0.4,0.2,0.5,9.0,1,1.0,0.0,100.0
21,22.0,Martin Frk,25.0,RW,30,1,5,6,-9,4,0,1,0,0,5,0,0,28,3.6,276.0,9:11,-0.1,0.0,-0.1,4.0,35,0.0,0.0,
22,23.0,Jonathan Ericsson,34.0,D,52,3,2,5,-10,35,3,0,0,1,2,0,0,48,6.3,895.0,17:13,-0.3,1.2,0.9,56.0,98,0.0,0.0,
23,24.0,Madison Bowey,23.0,D,17,1,3,4,-4,8,1,0,0,0,3,0,0,14,7.1,309.0,18:12,0.1,0.4,0.5,22.0,25,0.0,0.0,
24,25.0,Filip Zadina,19.0,RW,9,1,2,3,-5,0,0,1,0,0,1,1,0,18,5.6,138.0,15:23,0.0,0.0,0.0,3.0,6,3.0,3.0,50.0
25,26.0,Luke Witkowski,28.0,D,34,0,2,2,-5,23,0,0,0,0,2,0,0,14,0.0,326.0,9:36,-0.2,0.3,0.1,27.0,67,0.0,0.0,
26,27.0,Matt Puempel,26.0,LW,8,1,0,1,-2,2,0,1,0,0,0,0,0,10,10.0,83.0,10:24,0.0,0.0,0.0,5.0,4,0.0,2.0,0.0
27,28.0,Jimmy Howard,34.0,G,55,0,1,1,0,2,0,0,0,0,1,0,0,0,,3053.0,55:30,0.0,0.0,9.3,0.0,0,0.0,0.0,
28,29.0,Brian Lashoff,28.0,D,4,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,55.0,13:40,0.0,0.0,0.1,4.0,3,0.0,0.0,
29,30.0,Wade Megan,28.0,C,11,0,1,1,-4,2,0,0,0,0,1,0,0,16,0.0,87.0,7:53,-0.1,-0.1,-0.2,4.0,4,28.0,23.0,54.9
