,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Steve Yzerman,21.0,C,80,31,59,90,-2,43,21.0,9.0,1.0,2,34,24.0,1.0,217,14.3,,,5.9,1.2,7.1
1,2.0,Gerard Gallant,23.0,LW,80,38,34,72,-4,216,21.0,17.0,0.0,4,23,11.0,0.0,191,19.9,,,5.1,1.1,6.2
2,3.0,Darren Veitch,26.0,D,77,13,45,58,13,52,5.0,7.0,1.0,2,26,19.0,0.0,164,7.9,,,3.7,5.3,9.0
3,4.0,Petr Klima,22.0,LW,77,30,23,53,-8,42,24.0,6.0,0.0,5,15,8.0,0.0,210,14.3,,,3.2,1.0,4.2
4,5.0,Shawn Burr,20.0,C,80,22,25,47,3,107,19.0,1.0,2.0,1,23,2.0,0.0,153,14.4,,,2.1,1.3,3.4
5,6.0,Adam Oates,24.0,C,76,15,32,47,-1,21,11.0,4.0,0.0,1,24,7.0,1.0,138,10.9,,,1.7,1.1,2.8
6,7.0,John Ogrodnick,27.0,LW,39,12,28,40,-5,6,7.0,4.0,1.0,1,17,11.0,0.0,118,10.2,,,2.4,0.5,2.8
7,8.0,Brent Ashton,26.0,LW,35,15,16,31,-3,22,11.0,3.0,1.0,3,7,9.0,0.0,87,17.2,,,2.1,0.5,2.5
8,9.0,Mike O'Connell,31.0,D,77,5,26,31,-24,70,1.0,3.0,1.0,0,12,14.0,0.0,140,3.6,,,1.1,3.2,4.3
9,10.0,Lee Norwood,26.0,D,57,6,21,27,-24,163,2.0,4.0,0.0,2,10,9.0,2.0,101,5.9,,,1.3,2.0,3.3
10,11.0,Dave Barr,26.0,RW,37,13,13,26,7,49,9.0,4.0,0.0,5,9,4.0,0.0,55,23.6,,,1.5,0.8,2.2
