,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Marty Barry,33.0,C,48,13,28.0,41.0,,4,7.0,6.0,0.0,1.0,21,6.0,1.0,,,,,3.5,0.7,4.2
1,2.0,Syd Howe,27.0,LW,48,16,21.0,37.0,,11,11.0,3.0,2.0,1.0,18,3.0,0.0,,,,,3.3,0.7,4.0
2,3.0,Carl Liscombe,23.0,LW,48,8,18.0,26.0,,13,7.0,0.0,1.0,0.0,16,2.0,0.0,,,,,1.3,0.7,2.0
3,4.0,Charlie Conacher,29.0,RW,40,7,15.0,22.0,,39,6.0,1.0,0.0,1.0,11,4.0,0.0,,,3.0,0:05,1.4,0.6,2.0
4,5.0,Gus Giesebrecht,21.0,C,28,10,10.0,20.0,,2,8.0,2.0,0.0,3.0,5,5.0,0.0,,,,,1.9,0.4,2.3
5,6.0,Hec Kilrea,31.0,LW,48,8,9.0,17.0,,8,7.0,1.0,0.0,2.0,7,0.0,2.0,,,,,0.3,0.7,1.0
6,7.0,Ebbie Goodfellow,31.0,D,48,8,8.0,16.0,,36,8.0,0.0,0.0,1.0,6,2.0,0.0,,,,,1.7,2.8,4.5
7,8.0,Eddie Wares,23.0,RW,30,8,8.0,16.0,,10,7.0,1.0,0.0,2.0,3,4.0,1.0,,,,,1.1,0.4,1.6
8,9.0,Herbie Lewis,32.0,LW,42,6,10.0,16.0,,8,3.0,3.0,0.0,2.0,7,3.0,0.0,,,,,0.3,0.6,0.9
9,10.0,Alex Motter,25.0,C,44,5,11.0,16.0,,17,5.0,0.0,0.0,1.0,10,1.0,0.0,,,,,0.1,0.7,0.7
10,11.0,Pete Kelly,25.0,RW,32,4,9.0,13.0,,4,4.0,0.0,0.0,0.0,9,0.0,0.0,,,,,0.2,0.5,0.7
11,12.0,Mud Bruneteau,24.0,RW,20,4,7.0,11.0,,0,3.0,1.0,0.0,1.0,5,2.0,0.0,,,,,0.4,0.3,0.7
12,13.0,Doug Young,30.0,D,42,1,5.0,6.0,,16,1.0,0.0,0.0,0.0,5,0.0,0.0,,,,,-0.1,2.5,2.4
13,14.0,Ralph Bowman,27.0,D,43,2,3.0,5.0,,26,2.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.1,2.5,2.5
14,15.0,Don Deacon,25.0,LW,6,1,3.0,4.0,,2,1.0,0.0,0.0,1.0,3,0.0,0.0,,,,,0.2,0.1,0.3
15,16.0,Sid Abel,20.0,LW,15,1,1.0,2.0,,0,1.0,0.0,0.0,1.0,1,0.0,0.0,,,,,-0.4,0.2,-0.2
16,17.0,Don Grosso,23.0,C,1,1,1.0,2.0,,0,1.0,0.0,0.0,0.0,0,1.0,0.0,,,,,0.3,0.0,0.3
17,18.0,Dave Trottier,32.0,C,11,1,1.0,2.0,,16,1.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.2,0.2,-0.1
18,19.0,Phil Besler,25.0,RW,5,0,2.0,2.0,,4,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.1,0.1,-0.1
19,20.0,Buck Jones,20.0,D,11,0,2.0,2.0,,6,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-0.1,0.7,0.5
20,21.0,Larry Aurie,33.0,RW,1,1,0.0,1.0,,0,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.2,0.0,0.2
21,22.0,Connie Brown,22.0,C,2,1,0.0,1.0,,0,1.0,0.0,0.0,1.0,0,0.0,0.0,,,,,0.1,0.0,0.1
22,23.0,Jack Keating,22.0,LW,1,1,0.0,1.0,,2,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.2,0.0,0.2
23,24.0,Charley Mason,26.0,RW,4,0,1.0,1.0,,0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.1,0.1,0.0
24,25.0,Jack Stewart,21.0,D,32,0,1.0,1.0,,18,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.5,1.9,1.4
25,26.0,Eddie Bush,20.0,D,8,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.5,0.3
26,27.0,Ken Kilrea,20.0,LW,1,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,0.0
27,28.0,Bucko McDonald,24.0,D,14,0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.3,0.8,0.6
28,29.0,John Sherf,25.0,LW,3,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.0,-0.1
29,30.0,Normie Smith,30.0,G,4,0,0.0,0.0,,0,,,,,0,,,,,240.0,60:00,0.0,0.0,0.4
30,31.0,Harvey Teno,23.0,G,5,0,0.0,0.0,,0,,,,,0,,,,,300.0,60:00,0.0,0.0,0.5
31,32.0,Bill Thomson,24.0,RW,4,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
32,33.0,Tiny Thompson,35.0,G,39,0,,,,0,,,,,0,,,,,2397.0,61:28,0.0,0.0,6.1
