,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Dale McCourt,21.0,C,76,33,39,72,10,10,20.0,10.0,3.0,5,20,19.0,0.0,219,15.1,,,5.8,1.4,7.2
1,2.0,Andre St. Laurent,24.0,C,77,31,39,70,7,108,21.0,10.0,0.0,4,30,8.0,1.0,192,16.1,,,5.4,1.4,6.8
2,3.0,Reed Larson,21.0,D,75,19,41,60,-8,95,11.0,7.0,1.0,4,16,23.0,2.0,240,7.9,,,5.1,3.6,8.7
3,4.0,Dennis Hextall,34.0,C,78,16,33,49,-5,195,12.0,2.0,2.0,3,24,8.0,1.0,89,18.0,,,2.3,1.0,3.3
4,5.0,Nick Libett,32.0,LW,80,23,22,45,-2,46,21.0,1.0,1.0,1,17,4.0,1.0,155,14.8,,,2.5,1.1,3.6
5,6.0,Dan Maloney,27.0,LW,66,16,29,45,4,151,13.0,3.0,0.0,1,22,7.0,0.0,163,9.8,,,2.5,1.1,3.6
6,7.0,Paul Woods,22.0,LW,80,19,23,42,17,52,14.0,3.0,2.0,4,18,4.0,1.0,107,17.8,,,1.9,1.7,3.6
7,8.0,Bill Lochead,23.0,RW,77,20,16,36,7,47,18.0,2.0,0.0,3,14,2.0,0.0,123,16.3,,,1.6,1.4,3.0
8,9.0,Dennis Polonich,24.0,RW,79,16,19,35,-5,254,11.0,5.0,0.0,0,13,6.0,0.0,128,12.5,,,1.1,1.0,2.1
9,10.0,Vaclav Nedomansky,33.0,RW,63,11,17,28,-17,2,6.0,5.0,0.0,1,8,9.0,0.0,108,10.2,,,0.7,0.4,1.1
10,11.0,Greg Joly,23.0,D,79,7,20,27,-4,73,5.0,2.0,0.0,2,15,4.0,1.0,134,5.2,,,1.2,4.1,5.3
11,12.0,Perry Miller,25.0,D,62,4,17,21,-7,120,1.0,0.0,3.0,1,12,5.0,0.0,124,3.2,,,0.8,3.0,3.8
12,13.0,Rick Bowness,23.0,RW,61,8,11,19,-8,76,6.0,2.0,0.0,2,10,1.0,0.0,46,17.4,,,-0.2,0.7,0.4
13,14.0,Terry Harper,38.0,D,80,2,17,19,20,85,2.0,0.0,0.0,0,15,0.0,2.0,77,2.6,,,0.1,5.6,5.7
14,15.0,Dennis Hull,33.0,LW,55,5,9,14,-20,6,3.0,2.0,0.0,1,7,2.0,0.0,72,6.9,,,-0.7,0.2,-0.5
15,16.0,Larry Wright,26.0,RW,66,3,6,9,-12,13,3.0,0.0,0.0,0,4,2.0,0.0,46,6.5,,,-1.7,0.6,-1.1
16,17.0,Al Cameron,22.0,D,63,2,7,9,-12,94,1.0,1.0,0.0,0,5,2.0,0.0,71,2.8,,,-0.4,2.7,2.3
17,18.0,Jean Hamel,25.0,D,32,2,6,8,3,34,2.0,0.0,0.0,0,6,0.0,0.0,37,5.4,,,0.2,1.9,2.1
18,19.0,Thommie Bergman,30.0,D,14,1,6,7,1,16,1.0,0.0,0.0,0,6,0.0,0.0,18,5.6,,,0.4,0.8,1.2
19,20.0,Errol Thompson,27.0,LW,14,5,1,6,-5,2,4.0,1.0,0.0,0,0,1.0,0.0,27,18.5,,,0.4,0.1,0.4
20,21.0,Danny Grant,31.0,RW,13,2,2,4,-2,6,1.0,1.0,0.0,0,2,0.0,0.0,9,22.2,,,0.0,0.1,0.1
21,22.0,Al McDonough,27.0,RW,13,2,2,4,2,4,2.0,0.0,0.0,0,1,1.0,0.0,18,11.1,,,0.0,0.3,0.2
22,23.0,Bob Ritchie,22.0,LW,11,2,2,4,-1,0,1.0,1.0,0.0,0,2,0.0,0.0,18,11.1,,,0.1,0.1,0.2
23,24.0,Rob Plumb,20.0,LW,7,2,1,3,-4,0,1.0,1.0,0.0,0,1,0.0,0.0,7,28.6,,,0.1,0.0,0.1
24,25.0,Larry Giroux,26.0,D,5,0,3,3,-6,4,0.0,0.0,0.0,0,1,2.0,0.0,10,0.0,,,0.1,-0.1,0.1
25,26.0,J.P. LeBlanc,31.0,C,3,0,2,2,1,4,0.0,0.0,0.0,0,1,1.0,0.0,5,0.0,,,0.0,0.1,0.1
26,27.0,Jim Rutherford,28.0,G,43,0,2,2,0,2,,,,0,2,,,0,,2466.0,57:21,0.0,0.0,6.7
27,28.0,Michel Bergeron,23.0,RW,3,1,0,1,-2,0,1.0,0.0,0.0,0,0,0.0,0.0,6,16.7,,,0.0,0.0,0.0
28,29.0,Ron Low,27.0,G,32,0,1,1,0,0,,,,0,1,,,0,,1813.0,56:40,0.0,0.0,4.7
29,30.0,Roland Cloutier,20.0,C,1,0,0,0,-2,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,,,0.0,0.0,-0.1
30,31.0,Ed Giacomin,38.0,G,9,0,0,0,0,0,,,,0,0,,,0,,515.0,57:16,0.0,0.0,1.5
31,32.0,John Hilworth,20.0,D,5,0,0,0,0,12,0.0,0.0,0.0,0,0,0.0,0.0,0,,,,-0.1,0.3,0.2
32,33.0,Fern LeBlanc,22.0,RW,2,0,0,0,-2,0,0.0,0.0,0.0,0,0,0.0,0.0,0,,,,-0.1,0.0,-0.1
33,34.0,Tim Sheehy,29.0,RW,15,0,0,0,-13,0,0.0,0.0,0.0,0,0,0.0,0.0,17,0.0,,,-0.6,-0.2,-0.8
34,35.0,Rick Vasko,21.0,D,3,0,0,0,-1,7,0.0,0.0,0.0,0,0,0.0,0.0,6,0.0,,,-0.1,0.1,0.0
