,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Mickey Redmond,25.0,RW,76,52,41.0,93.0,6,24,37.0,15.0,0.0,7,26,15.0,0.0,363,14.3,,,8.9,1.3,10.2
1,2.0,Marcel Dionne,21.0,C,77,40,50.0,90.0,-4,21,30.0,10.0,0.0,6,31,19.0,0.0,282,14.2,,,7.6,1.0,8.6
2,3.0,Alex Delvecchio,40.0,C,77,18,53.0,71.0,6,13,10.0,8.0,0.0,3,36,17.0,0.0,130,13.8,,,4.1,1.3,5.5
3,4.0,Nick Libett,27.0,LW,78,19,34.0,53.0,2,56,14.0,4.0,1.0,3,24,9.0,1.0,202,9.4,,,2.6,1.2,3.9
4,5.0,Tim Ecclestone,25.0,RW,78,18,30.0,48.0,5,28,14.0,3.0,1.0,2,23,7.0,0.0,175,10.3,,,2.1,1.3,3.5
5,6.0,Red Berenson,33.0,C,78,13,30.0,43.0,-14,8,8.0,5.0,0.0,1,20,10.0,0.0,180,7.2,,,1.3,0.7,2.0
6,7.0,Bill Collins,29.0,RW,78,21,21.0,42.0,-1,44,19.0,1.0,1.0,6,19,0.0,2.0,186,11.3,,,1.9,1.1,3.0
7,8.0,Al Karlander,26.0,LW,77,15,22.0,37.0,2,25,11.0,4.0,0.0,4,21,1.0,0.0,99,15.2,,,1.0,1.2,2.2
8,9.0,Guy Charron,24.0,LW,75,18,18.0,36.0,9,23,18.0,0.0,0.0,2,15,3.0,0.0,117,15.4,,,1.3,1.4,2.7
9,10.0,Ron Stackhouse,23.0,D,78,5,29.0,34.0,23,82,5.0,0.0,0.0,0,24,3.0,2.0,129,3.9,,,1.8,5.7,7.5
10,11.0,Gary Bergman,34.0,D,68,3,28.0,31.0,10,71,3.0,0.0,0.0,0,19,8.0,1.0,174,1.7,,,1.6,4.4,5.9
11,12.0,Henry Boucha,21.0,C,73,14,14.0,28.0,-2,82,13.0,0.0,1.0,0,14,0.0,0.0,136,10.3,,,0.3,1.0,1.4
12,13.0,Thommie Bergman,25.0,D,75,9,12.0,21.0,5,70,8.0,1.0,0.0,2,9,3.0,0.0,165,5.5,,,1.1,4.4,5.5
13,14.0,Len Fontaine,24.0,RW,39,8,10.0,18.0,-2,6,7.0,1.0,0.0,0,9,1.0,0.0,37,21.6,,,0.5,0.5,1.0
14,15.0,Ace Bailey,24.0,LW,13,2,11.0,13.0,2,16,2.0,0.0,0.0,0,11,0.0,0.0,19,10.5,,,0.7,0.3,0.9
15,16.0,Larry Johnston,29.0,D,73,1,12.0,13.0,6,169,1.0,0.0,0.0,1,12,0.0,0.0,53,1.9,,,-0.2,4.4,4.2
16,17.0,Leon Rochefort,33.0,RW,20,2,4.0,6.0,0,2,2.0,0.0,0.0,0,3,1.0,0.0,23,8.7,,,-0.2,0.3,0.1
17,18.0,Gary Doak,26.0,D,44,0,5.0,5.0,5,51,0.0,0.0,0.0,0,5,0.0,0.0,28,0.0,,,-0.4,2.7,2.3
18,19.0,Bob Cook,27.0,RW,13,3,1.0,4.0,-11,4,2.0,1.0,0.0,0,1,0.0,0.0,23,13.0,,,0.0,-0.1,-0.1
19,20.0,Brian Lavender,25.0,LW,26,2,2.0,4.0,2,14,2.0,0.0,0.0,0,2,0.0,0.0,13,15.4,,,-0.6,0.5,-0.2
20,21.0,Ken Murray,25.0,D,31,1,1.0,2.0,-2,36,1.0,0.0,0.0,0,1,0.0,0.0,18,5.6,,,-0.3,1.6,1.2
21,22.0,Bill Hogaboam,23.0,C,4,1,0.0,1.0,-1,2,1.0,0.0,0.0,0,0,0.0,0.0,1,100.0,,,0.0,0.0,0.0
22,23.0,Serge Lajeunesse,22.0,D,28,0,1.0,1.0,-15,26,0.0,0.0,0.0,0,1,0.0,0.0,10,0.0,,,-0.5,0.6,0.1
23,24.0,Denis DeJordy,34.0,G,24,0,0.0,0.0,0,0,,,,0,0,,,0,,1328.0,55:21,0.0,0.0,2.7
24,25.0,Roy Edwards,35.0,G,52,0,0.0,0.0,0,4,,,,0,0,,,0,,3004.0,57:47,0.0,0.0,10.9
25,26.0,Robbie Ftorek,21.0,C,3,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,,,,-0.1,0.0,-0.1
26,27.0,Danny Gruen,20.0,LW,2,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,,,-0.1,0.0,-0.1
27,28.0,Rick Newell,24.0,D,3,0,0.0,0.0,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0,,,,-0.1,0.1,0.0
28,29.0,Andy Brown,28.0,G,7,0,,,0,2,,,,0,0,,,0,,338.0,48:15,0.0,0.0,0.8
