,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Dale McCourt,23.0,C,80,30,51,81,1,12,21.0,7.0,2.0,3,36,14.0,1.0,200,15.0,,,5.5,1.2,6.7
1,2.0,Vaclav Nedomansky,35.0,RW,79,35,39,74,-5,13,24.0,11.0,0.0,6,21,18.0,0.0,235,14.9,,,5.4,1.0,6.4
2,3.0,Mike Foligno,21.0,RW,80,36,35,71,-4,109,27.0,9.0,0.0,0,26,9.0,0.0,196,18.4,,,5.2,1.0,6.2
3,4.0,Reed Larson,23.0,D,80,22,44,66,-7,101,15.0,7.0,0.0,2,25,18.0,1.0,293,7.5,,,5.3,3.9,9.2
4,5.0,Pete Mahovlich,33.0,C,80,16,50,66,4,69,13.0,3.0,0.0,1,31,19.0,0.0,143,11.2,,,3.2,1.3,4.5
5,6.0,Dan Labraaten,28.0,LW,76,30,27,57,6,8,24.0,6.0,0.0,5,19,8.0,0.0,152,19.7,,,3.8,1.3,5.0
6,7.0,Errol Thompson,29.0,LW,77,34,14,48,-10,22,24.0,8.0,2.0,3,8,6.0,0.0,164,20.7,,,3.3,0.8,4.2
7,8.0,Willie Huber,22.0,D,76,17,23,40,-26,164,11.0,4.0,2.0,2,16,7.0,0.0,197,8.6,,,2.9,2.6,5.5
8,9.0,John Ogrodnick,20.0,LW,41,8,24,32,-5,8,5.0,3.0,0.0,1,17,6.0,1.0,121,6.6,,,1.5,0.4,1.9
9,10.0,Paul Woods,24.0,LW,79,6,20,26,-18,24,6.0,0.0,0.0,0,17,2.0,1.0,114,5.3,,,-0.7,0.6,-0.1
10,11.0,Jim Korn,22.0,D,63,5,13,18,-4,108,4.0,1.0,0.0,0,11,2.0,0.0,58,8.6,,,0.5,3.2,3.7
11,12.0,Barry Long,31.0,D,80,0,17,17,-28,38,0.0,0.0,0.0,0,16,0.0,1.0,87,0.0,,,-0.3,2.7,2.3
12,13.0,Bill Hogaboam,30.0,C,42,3,12,15,-8,10,3.0,0.0,0.0,1,12,0.0,0.0,26,11.5,,,-0.3,0.4,0.1
13,14.0,Greg Joly,25.0,D,59,3,10,13,-2,45,3.0,0.0,0.0,0,10,0.0,0.0,50,6.0,,,0.0,3.1,3.1
14,15.0,George Lyle,26.0,LW,27,7,4,11,-2,2,7.0,0.0,0.0,2,4,0.0,0.0,41,17.1,,,0.3,0.3,0.6
15,16.0,Danny Bolduc,26.0,RW,44,6,5,11,-14,19,4.0,2.0,0.0,0,5,0.0,0.0,52,11.5,,,-0.5,0.2,-0.2
16,17.0,Dennis Sobchuk,26.0,C,33,4,6,10,-11,0,4.0,0.0,0.0,0,4,2.0,0.0,47,8.5,,,-0.3,0.2,-0.1
17,18.0,Dennis Polonich,26.0,RW,66,2,8,10,-15,127,2.0,0.0,0.0,0,8,0.0,0.0,61,3.3,,,-1.8,0.5,-1.3
18,19.0,Thommie Bergman,32.0,D,28,1,5,6,4,45,1.0,0.0,0.0,0,3,2.0,0.0,39,2.6,,,0.0,1.7,1.7
19,20.0,Jean Hamel,27.0,D,49,1,4,5,-2,43,1.0,0.0,0.0,0,4,0.0,0.0,27,3.7,,,-0.6,2.5,2.0
20,21.0,Glenn Hicks,21.0,LW,50,1,2,3,-21,43,1.0,0.0,0.0,0,2,0.0,0.0,52,1.9,,,-1.7,0.1,-1.6
21,22.0,Brent Peterson,21.0,C,18,1,2,3,-1,2,1.0,0.0,0.0,0,2,0.0,0.0,6,16.7,,,-0.4,0.2,-0.2
22,23.0,Perry Miller,27.0,D,16,0,3,3,-4,41,0.0,0.0,0.0,0,3,0.0,0.0,13,0.0,,,-0.1,0.6,0.5
23,24.0,Rogie Vachon,34.0,G,59,0,3,3,0,2,,,,0,3,,,0,,3464.0,58:42,0.0,0.0,8.7
24,25.0,Alex Pirus,25.0,RW,4,0,2,2,0,0,0.0,0.0,0.0,0,2,0.0,0.0,0,,,,0.0,0.1,0.1
25,26.0,Rejean Cloutier,19.0,D,3,0,1,1,2,0,0.0,0.0,0.0,0,1,0.0,0.0,1,0.0,,,0.0,0.3,0.3
26,27.0,John Hilworth,22.0,D,15,0,0,0,-2,11,0.0,0.0,0.0,0,0,0.0,0.0,7,0.0,,,-0.3,0.7,0.4
27,28.0,Jim Rutherford,30.0,G,23,0,0,0,0,24,,,,0,0,,,0,,1321.0,57:27,0.0,0.0,2.3
28,29.0,Kevin Schamehorn,23.0,RW,2,0,0,0,-2,4,0.0,0.0,0.0,0,0,0.0,0.0,0,,,,-0.1,0.0,-0.1
29,30.0,Rick Vasko,23.0,D,8,0,0,0,-11,2,0.0,0.0,0.0,0,0,0.0,0.0,6,0.0,,,-0.2,-0.2,-0.4
30,31.0,Tom Webster,31.0,RW,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,,,0.0,0.0,0.0
