,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Steve Yzerman,24.0,C,79,62,65,127,-6,79,39,16,7,8,40.0,21.0,4.0,332,18.7,,,11.1,0.7,11.8
1,2.0,Gerard Gallant,26.0,LW,69,36,44,80,-6,254,21,12,3,5,29.0,14.0,1.0,219,16.4,,,6.0,0.6,6.6
2,3.0,Bernie Federko,33.0,C,73,17,40,57,-8,24,14,3,0,0,19.0,21.0,0.0,108,15.7,,,2.7,0.6,3.3
3,4.0,Shawn Burr,23.0,LW,76,24,32,56,14,82,17,4,3,2,23.0,6.0,3.0,173,13.9,,,3.0,1.2,4.3
4,5.0,John Chabot,27.0,C,69,9,40,49,5,24,7,0,2,0,26.0,10.0,4.0,91,9.9,,,1.7,0.9,2.6
5,6.0,Steve Chiasson,22.0,D,67,14,28,42,-16,114,10,4,0,2,16.0,12.0,0.0,190,7.4,,,2.8,1.8,4.7
6,7.0,Jimmy Carson,21.0,RW,44,20,16,36,-6,8,10,10,0,1,10.0,6.0,0.0,127,15.7,,,2.5,0.3,2.8
7,8.0,Joe Kocur,25.0,RW,71,16,20,36,-4,268,15,1,0,5,18.0,2.0,0.0,128,12.5,,,1.1,0.7,1.8
8,9.0,Dave Barr,29.0,RW,62,10,25,35,5,45,5,2,3,0,23.0,1.0,1.0,96,10.4,,,1.0,0.8,1.8
9,10.0,Marc Habscheid,26.0,LW,66,15,11,26,1,33,15,0,0,0,9.0,1.0,1.0,114,13.2,,,0.5,0.8,1.3
10,11.0,Rick Zombo,26.0,D,77,5,20,25,13,95,5,0,0,0,15.0,4.0,1.0,62,8.1,,,0.7,3.9,4.6
11,12.0,Daniel Shank,22.0,RW,57,11,13,24,1,143,11,0,0,1,13.0,0.0,0.0,61,18.0,,,0.4,0.7,1.1
12,13.0,Lee Norwood,29.0,D,64,8,14,22,14,95,7,1,0,1,9.0,2.0,3.0,60,13.3,,,1.0,3.4,4.3
13,14.0,Börje Salming,38.0,D,49,2,17,19,20,52,0,2,0,0,12.0,4.0,1.0,52,3.8,,,0.6,3.1,3.7
14,15.0,Mike O'Connell,34.0,D,66,4,14,18,-12,22,4,0,0,0,12.0,1.0,1.0,57,7.0,,,0.3,2.0,2.3
15,16.0,Yves Racine,20.0,D,28,4,9,13,-3,23,3,1,0,0,6.0,3.0,0.0,49,8.2,,,0.7,1.0,1.7
16,17.0,Doug Houda,23.0,D,73,2,9,11,-5,127,2,0,0,0,9.0,0.0,0.0,59,3.4,,,-0.5,2.7,2.2
17,18.0,Petr Klima,25.0,LW,13,5,5,10,-8,6,3,2,0,0,2.0,3.0,0.0,37,13.5,,,0.6,-0.1,0.5
18,19.0,Greg Adams,29.0,LW,28,3,7,10,0,16,3,0,0,0,7.0,0.0,0.0,19,15.8,,,-0.1,0.3,0.2
19,20.0,Kevin McClelland,27.0,C,61,4,5,9,-5,183,4,0,0,0,5.0,0.0,0.0,24,16.7,,,-1.4,0.5,-0.9
20,21.0,Randy McKay,23.0,RW,33,3,6,9,1,51,3,0,0,0,6.0,0.0,0.0,33,9.1,,,-0.4,0.4,0.0
21,22.0,Sheldon Kennedy,20.0,RW,20,2,7,9,0,10,2,0,0,1,4.0,3.0,0.0,23,8.7,,,0.0,0.2,0.3
22,23.0,Torrie Robertson,28.0,LW,42,1,5,6,-3,112,1,0,0,0,5.0,0.0,0.0,20,5.0,,,-1.1,0.4,-0.7
23,24.0,Brent Fedyk,22.0,RW,27,1,4,5,-1,6,1,0,0,0,3.0,1.0,0.0,28,3.6,,,-0.6,0.3,-0.3
24,25.0,Joe Murphy,22.0,RW,9,3,1,4,4,4,3,0,0,1,1.0,0.0,0.0,16,18.8,,,0.2,0.2,0.4
25,26.0,Bob Probert,24.0,LW,4,3,0,3,0,21,3,0,0,1,0.0,0.0,0.0,12,25.0,,,0.3,0.0,0.3
26,27.0,Tony McKegney,31.0,RW,14,2,1,3,2,8,2,0,0,0,1.0,0.0,0.0,18,11.1,,,-0.2,0.2,0.0
27,28.0,Glen Hanlon,32.0,G,45,0,3,3,0,24,0,0,0,0,,,,0,,2290.0,50:53,0.0,0.0,5.0
28,29.0,Robert Picard,32.0,D,20,0,3,3,2,20,0,0,0,0,3.0,0.0,0.0,14,0.0,,,-0.2,0.9,0.8
