,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Dutch Reibel,24.0,C,70,25,41,66,,15,17.0,8.0,0.0,6.0,24,16.0,1.0,,,,,7.0,1.5,8.5
1,2.0,Gordie Howe,26.0,RW,64,29,33,62,,68,20.0,7.0,2.0,5.0,22,11.0,0.0,,,,,7.3,1.3,8.7
2,3.0,Alex Delvecchio,22.0,C,70,17,31,48,,37,14.0,3.0,0.0,3.0,19,12.0,0.0,,,,,4.1,1.5,5.6
3,4.0,Red Kelly,27.0,D,70,15,30,45,,28,6.0,6.0,3.0,3.0,21,7.0,2.0,,,,,5.3,5.9,11.1
4,5.0,Ted Lindsay,29.0,LW,49,19,19,38,,85,12.0,7.0,0.0,8.0,14,5.0,0.0,,,,,4.2,1.0,5.2
5,6.0,Marcel Bonin,22.0,LW,69,16,20,36,,53,14.0,2.0,0.0,2.0,18,2.0,0.0,,,,,2.7,1.4,4.1
6,7.0,Marcel Pronovost,24.0,D,70,9,25,34,,88,8.0,1.0,0.0,2.0,19,5.0,1.0,,,,,3.3,5.9,9.2
7,8.0,Marty Pavelich,27.0,LW,70,15,15,30,,59,14.0,0.0,1.0,3.0,12,2.0,1.0,,,,,1.9,1.5,3.3
8,9.0,Glen Skov,24.0,C,70,14,16,30,,53,13.0,1.0,0.0,3.0,14,2.0,0.0,,,,,1.8,1.5,3.2
9,10.0,Johnny Wilson,25.0,LW,70,12,15,27,,14,7.0,5.0,0.0,2.0,8,7.0,0.0,,,,,1.2,1.5,2.7
10,11.0,Tony Leswick,31.0,RW,70,10,17,27,,137,9.0,0.0,1.0,1.0,15,1.0,1.0,,,,,1.0,1.5,2.4
11,12.0,Bill Dineen,22.0,RW,69,10,9,19,,36,7.0,3.0,0.0,3.0,8,1.0,0.0,,,,,0.1,1.4,1.6
12,13.0,Vic Stasiuk,25.0,RW,59,8,11,19,,67,5.0,3.0,0.0,1.0,8,3.0,0.0,,,,,0.3,1.2,1.6
13,14.0,Bob Goldham,32.0,D,69,1,16,17,,14,1.0,0.0,0.0,0.0,15,1.0,0.0,,,,,0.5,5.8,6.3
14,15.0,Metro Prystai,27.0,C,13,2,3,5,,9,1.0,1.0,0.0,0.0,1,2.0,0.0,,,,,0.2,0.3,0.5
15,16.0,Benny Woit,27.0,D,62,2,3,5,,22,2.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.5,5.2,4.7
16,17.0,Lorne Davis,24.0,RW,22,0,5,5,,2,0.0,0.0,0.0,0.0,5,0.0,0.0,,,,,-0.4,0.5,0.0
17,18.0,Jim Hay,23.0,D,21,0,1,1,,20,0.0,0.0,0.0,0.0,0,1.0,0.0,,,,,-0.3,1.8,1.4
18,19.0,Terry Sawchuk,25.0,G,68,0,1,1,,10,,,,,1,,,,,4040.0,59:25,0.0,0.0,15.4
19,20.0,Keith Allen,31.0,D,18,0,0,0,,4,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.4,1.5,1.1
20,21.0,Glenn Hall,23.0,G,2,0,0,0,,0,,,,,0,,,,,120.0,60:00,0.0,0.0,0.7
21,22.0,Larry Hillman,17.0,D,6,0,0,0,,2,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.5,0.4
22,23.0,Don Poile,22.0,C,4,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
23,24.0,Ed Zeniuk,21.0,D,2,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.2,0.1
