,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Syd Howe,31.0,C,50,20,35,55,,10,15.0,5.0,0.0,2.0,28,7.0,0.0,,,,,3.4,1.4,4.8
1,2.0,Mud Bruneteau,28.0,RW,50,23,22,45,,2,17.0,5.0,1.0,3.0,18,4.0,0.0,,,,,2.9,1.4,4.2
2,3.0,Carl Liscombe,27.0,LW,50,19,23,42,,19,17.0,2.0,0.0,3.0,16,7.0,0.0,,,,,2.3,1.4,3.6
3,4.0,Sid Abel,24.0,LW,49,18,24,42,,33,15.0,3.0,0.0,2.0,16,8.0,0.0,,,,,2.2,1.3,3.6
4,5.0,Joe Carveth,24.0,RW,43,18,18,36,,6,15.0,3.0,0.0,0.0,10,8.0,0.0,,,,,2.1,1.2,3.3
5,6.0,Don Grosso,27.0,C,50,15,17,32,,10,12.0,3.0,0.0,3.0,15,2.0,0.0,,,,,1.1,1.4,2.5
6,7.0,Harry Watson,19.0,LW,50,13,18,31,,10,8.0,5.0,0.0,2.0,13,5.0,0.0,,,,,0.9,1.4,2.2
7,8.0,Eddie Wares,27.0,RW,47,12,18,30,,10,12.0,0.0,0.0,3.0,13,5.0,0.0,,,,,0.9,1.3,2.1
8,9.0,Connie Brown,26.0,C,23,5,16,21,,6,4.0,1.0,0.0,2.0,13,3.0,0.0,,,,,0.9,0.6,1.5
9,10.0,Les Douglas,24.0,C,21,5,8,13,,4,3.0,2.0,0.0,1.0,6,2.0,0.0,,,,,0.3,0.6,0.9
10,11.0,Jack Stewart,25.0,D,44,2,9,11,,68,2.0,0.0,0.0,0.0,9,0.0,0.0,,,,,0.1,4.8,4.9
11,12.0,Alex Motter,29.0,D,50,6,4,10,,42,4.0,2.0,0.0,2.0,4,0.0,0.0,,,,,0.3,5.4,5.7
12,13.0,Jimmy Orlando,26.0,D,40,3,4,7,,109,1.0,2.0,0.0,0.0,4,0.0,0.0,,,,,0.0,4.3,4.3
13,14.0,Bill Jennings,26.0,RW,8,3,3,6,,2,2.0,1.0,0.0,1.0,3,0.0,0.0,,,,,0.3,0.2,0.5
14,15.0,Ebbie Goodfellow,35.0,D,11,1,4,5,,4,1.0,0.0,0.0,1.0,3,1.0,0.0,,,,,0.3,1.2,1.5
15,16.0,Harold Jackson,24.0,D,4,0,4,4,,6,0.0,0.0,0.0,0.0,4,0.0,0.0,,,,,0.2,0.4,0.7
16,17.0,John Holota,21.0,C,12,2,0,2,,0,2.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.3,0.3,0.0
17,18.0,Bill Quackenbush,20.0,D,10,1,1,2,,4,1.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,1.1,1.1
18,19.0,Cully Simon,24.0,D,34,1,1,2,,34,1.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.5,3.7,3.2
19,20.0,Dick Behling,26.0,D,2,1,0,1,,0,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.1,0.2,0.3
20,21.0,Joe Fisher,26.0,RW,1,1,0,1,,0,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.1,0.0,0.1
21,22.0,Jud McAtee,22.0,LW,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,0.0
22,23.0,Johnny Mowers,26.0,G,50,0,0,0,,0,,,,,0,,,,,3010.0,60:12,0.0,0.0,12.8
