,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
0,1.0,Henrik Zetterberg,35.0,LW,82,13,37,50,-15,24,11,2,0,3,17,20,0,214,6.1,1592.0,19:25,2.7,1.2,3.9,26,54,539,536,50.1
1,2.0,Pavel Datsyuk,37.0,C,66,16,33,49,7,14,8,8,0,1,21,12,0,181,8.8,1297.0,19:39,3.8,1.8,5.6,33,70,599,517,53.7
2,3.0,Dylan Larkin,19.0,C,80,23,22,45,11,34,19,4,0,5,21,1,0,221,10.4,1324.0,16:33,4.0,2.0,6.0,25,65,41,59,41.0
3,4.0,Tomas Tatar,25.0,LW,81,21,24,45,4,24,14,7,0,3,16,8,0,165,12.7,1162.0,14:21,4.2,1.5,5.8,18,74,6,18,25.0
4,5.0,Gustav Nyquist,26.0,RW,82,17,26,43,-2,34,10,7,0,3,21,5,0,161,10.6,1244.0,15:10,3.3,1.4,4.7,19,58,0,2,0.0
5,6.0,Justin Abdelkader,28.0,LW,82,19,23,42,-16,120,13,6,0,4,16,7,0,155,12.3,1512.0,18:26,2.7,1.1,3.8,44,207,5,9,35.7
6,7.0,Mike Green,30.0,D,74,7,28,35,-6,38,2,5,0,0,13,15,0,124,5.6,1463.0,19:46,2.9,2.9,5.9,71,106,0,2,0.0
7,8.0,Brad Richards,35.0,C,68,10,18,28,4,8,6,4,0,1,8,10,0,164,6.1,1006.0,14:48,1.5,1.3,2.8,12,16,124,126,49.6
8,9.0,Darren Helm,29.0,C,77,13,13,26,-2,32,13,0,0,3,13,0,0,165,7.9,1160.0,15:04,1.2,1.3,2.4,26,115,39,38,50.6
9,10.0,Niklas Kronwall,35.0,D,64,3,23,26,-21,30,3,0,0,2,9,14,0,61,4.9,1409.0,22:01,1.5,1.5,3.1,81,93,0,0,
10,11.0,Riley Sheahan,24.0,C,81,14,11,25,-8,12,10,3,1,2,10,1,0,128,10.9,1234.0,15:14,1.0,1.1,2.1,40,72,358,424,45.8
11,12.0,Luke Glendening,26.0,C,81,8,13,21,4,46,8,0,0,3,13,0,0,88,9.1,1181.0,14:35,0.0,1.5,1.5,71,143,614,511,54.6
12,13.0,Danny DeKeyser,25.0,D,78,8,12,20,2,44,8,0,0,3,12,0,0,72,11.1,1701.0,21:48,1.0,4.2,5.2,107,88,0,0,
13,14.0,Jonathan Ericsson,31.0,D,71,3,12,15,2,56,3,0,0,0,12,0,0,68,4.4,1316.0,18:32,0.4,3.3,3.7,48,121,0,0,
14,15.0,Brendan Smith,26.0,D,63,3,12,15,1,62,2,1,0,0,12,0,0,82,3.7,1109.0,17:36,0.6,2.7,3.4,42,94,0,0,
15,16.0,Andreas Athanasiou,21.0,C,37,9,5,14,1,5,8,0,1,1,5,0,0,53,17.0,334.0,9:01,1.7,0.4,2.1,8,17,53,76,41.1
16,17.0,Teemu Pulkkinen,24.0,LW,36,6,6,12,2,14,5,1,0,1,4,2,0,65,9.2,416.0,11:34,0.9,0.6,1.4,8,5,0,1,0.0
17,18.0,Kyle Quincey,30.0,D,47,4,7,11,1,36,4,0,0,2,7,0,0,62,6.5,929.0,19:46,0.5,2.3,2.8,62,49,0,0,
18,19.0,Alexey Marchenko,24.0,D,66,2,9,11,-5,10,2,0,0,0,8,0,1,40,5.0,1111.0,16:50,0.1,2.2,2.3,100,47,0,0,
19,20.0,Tomas Jurco,23.0,RW,44,4,2,6,-6,16,4,0,0,0,2,0,0,43,9.3,404.0,9:11,0.0,0.2,0.2,4,50,1,0,100.0
20,21.0,Jakub Kindl,28.0,D,25,2,4,6,3,14,2,0,0,1,4,0,0,37,5.4,412.0,16:28,0.4,1.2,1.6,15,13,0,0,
21,22.0,Anthony Mantha,21.0,RW,10,2,1,3,-6,2,0,2,0,1,1,0,0,18,11.1,117.0,11:42,0.2,-0.1,0.1,3,4,0,0,
22,23.0,Joakim Andersson,26.0,C,29,1,2,3,1,6,1,0,0,0,2,0,0,17,5.9,262.0,9:01,-0.3,0.3,0.1,5,14,32,38,45.7
23,24.0,Drew Miller,31.0,LW,28,1,1,2,-5,2,1,0,0,0,1,0,0,27,3.7,363.0,12:58,-0.7,0.2,-0.5,33,39,1,1,50.0
24,25.0,Petr Mrazek,23.0,G,54,0,2,2,0,2,0,0,0,0,2,0,0,0,,2961.0,54:50,0.0,0.0,9.5,0,0,0,0,
25,26.0,Johan Franzén,36.0,RW,2,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,26.0,12:57,0.0,0.0,0.1,0,3,0,1,0.0
26,27.0,Jimmy Howard,31.0,G,37,0,1,1,0,2,0,0,0,0,1,0,0,0,,1974.0,53:21,0.0,0.0,4.8,0,0,0,0,
27,28.0,Xavier Ouellet,22.0,D,5,0,1,1,-2,2,0,0,0,0,1,0,0,4,0.0,81.0,16:15,0.0,0.0,0.0,3,5,0,0,
28,29.0,Landon Ferraro,24.0,C,10,0,0,0,-3,7,0,0,0,0,0,0,0,12,0.0,96.0,9:33,-0.3,0.0,-0.3,5,22,1,3,25.0
29,30.0,Tomas Nosek,23.0,C,6,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,61.0,10:08,-0.2,0.0,-0.2,0,6,4,4,50.0
30,31.0,Eric Tangradi,26.0,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.0,6:55,0.0,0.0,0.0,0,1,0,1,0.0
