,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
0,1.0,Pavel Datsyuk,29.0,C,82,31,66,97,41,20,20,10,1,6,36.0,30.0,0.0,264,11.7,1753.0,21:23,8.8,3.7,12.6,42,40,452,380,54.3
1,2.0,Henrik Zetterberg,27.0,LW,75,43,49,92,30,34,26,16,1,7,29.0,20.0,0.0,358,12.0,1655.0,22:04,9.9,3.2,13.0,16,31,666,543,55.1
2,3.0,Nicklas Lidström,37.0,D,76,10,60,70,40,40,5,5,0,4,30.0,29.0,1.0,188,5.3,2031.0,26:43,6.4,8.1,14.4,70,23,0,0,
3,4.0,Brian Rafalski,34.0,D,73,13,42,55,27,34,3,10,0,1,21.0,21.0,0.0,175,7.4,1757.0,24:04,5.4,6.4,11.7,70,38,0,0,
4,5.0,Dan Cleary,29.0,RW,63,20,22,42,21,33,15,5,0,3,14.0,7.0,1.0,177,11.3,1095.0,17:23,3.6,2.1,5.7,14,82,56,54,50.9
5,6.0,Jiri Hudler,24.0,RW,81,13,29,42,11,26,10,3,0,2,17.0,12.0,0.0,131,9.9,1067.0,13:10,2.9,1.7,4.6,8,25,10,16,38.5
6,7.0,Tomas Holmström,35.0,RW,59,20,20,40,9,58,9,11,0,5,13.0,7.0,0.0,137,14.6,1035.0,17:33,3.5,1.6,5.1,7,58,0,1,0.0
7,8.0,Mikael Samuelsson,31.0,RW,73,11,29,40,21,26,8,3,0,1,21.0,8.0,0.0,249,4.4,1187.0,16:16,2.1,2.3,4.4,21,74,6,8,42.9
8,9.0,Johan Franzén,28.0,C,72,27,11,38,12,51,13,14,0,8,8.0,2.0,1.0,199,13.6,1276.0,17:44,3.4,2.0,5.3,24,89,189,201,48.5
9,10.0,Valtteri Filppula,23.0,C,78,19,17,36,16,28,16,3,0,3,12.0,5.0,0.0,122,15.6,1323.0,16:58,2.1,2.2,4.3,26,35,314,307,50.6
10,11.0,Niklas Kronwall,27.0,D,65,7,28,35,25,44,7,0,0,0,20.0,8.0,0.0,108,6.5,1372.0,21:06,3.0,5.3,8.3,79,93,0,0,
11,12.0,Kris Draper,36.0,C,65,9,8,17,-2,68,7,0,2,2,8.0,0.0,0.0,97,9.3,1016.0,15:38,-0.1,1.1,1.0,25,90,553,391,58.6
12,13.0,Brett Lebda,26.0,D,78,3,11,14,-1,48,3,0,0,1,8.0,3.0,0.0,110,2.7,1285.0,16:29,0.4,2.9,3.3,38,46,0,1,0.0
13,14.0,Tomas Kopecky,25.0,RW,77,5,7,12,2,43,5,0,0,1,7.0,0.0,0.0,87,5.7,740.0,9:37,-0.3,0.9,0.6,17,111,44,65,40.4
14,15.0,Chris Chelios,46.0,D,69,3,9,12,11,36,3,0,0,1,9.0,0.0,0.0,60,5.0,1170.0,16:58,0.3,3.6,3.9,46,56,0,0,
15,16.0,Andreas Lilja,32.0,D,79,2,10,12,-2,93,2,0,0,2,10.0,0.0,0.0,72,2.8,1440.0,18:14,-0.1,3.2,3.1,114,133,0,1,0.0
16,17.0,Kirk Maltby,35.0,LW,61,6,4,10,-8,32,6,0,0,1,4.0,0.0,0.0,70,8.6,736.0,12:04,-0.4,0.5,0.1,17,92,3,4,42.9
17,18.0,Dallas Drake,38.0,RW,65,3,3,6,-12,41,2,0,1,0,3.0,0.0,0.0,46,6.5,696.0,10:42,-1.0,0.3,-0.7,25,92,29,41,41.4
18,19.0,Matt Ellis,26.0,LW,35,2,4,6,1,12,2,0,0,1,4.0,0.0,0.0,28,7.1,188.0,5:23,0.3,0.3,0.6,2,15,43,44,49.4
19,20.0,Mark Hartigan,30.0,C,23,3,1,4,-2,16,3,0,0,0,1.0,0.0,0.0,19,15.8,165.0,7:09,0.3,0.1,0.4,0,25,60,54,52.6
20,21.0,Aaron Downey,33.0,RW,56,0,3,3,0,116,0,0,0,0,3.0,0.0,0.0,15,0.0,257.0,4:35,-0.4,0.3,-0.1,6,79,0,0,
21,22.0,Derek Meech,23.0,D,32,0,3,3,-5,6,0,0,0,0,0.0,3.0,0.0,44,0.0,388.0,12:08,-0.1,0.5,0.4,18,22,0,0,
22,23.0,Chris Osgood,35.0,G,43,0,3,3,0,0,0,0,0,0,,,,0,,2409.0,56:01,0.0,0.0,6.6,0,0,0,0,
23,24.0,Brad Stuart,28.0,D,9,1,1,2,6,2,1,0,0,0,1.0,0.0,0.0,21,4.8,187.0,20:46,0.1,0.9,1.0,13,30,0,0,
24,25.0,Jonathan Ericsson,23.0,D,8,1,0,1,-3,4,0,1,0,0,0.0,0.0,0.0,19,5.3,128.0,15:58,0.1,0.0,0.1,3,9,0,0,
25,26.0,Dominik Hasek,43.0,G,41,0,1,1,0,12,0,0,0,0,,,,0,,2350.0,57:19,0.0,0.0,4.5,0,0,0,0,
26,27.0,Darren McCarty,35.0,RW,3,0,1,1,2,2,0,0,0,0,1.0,0.0,0.0,3,0.0,23.0,7:47,0.0,0.1,0.2,1,4,0,0,
27,28.0,Mattias Ritola,20.0,C,2,0,1,1,0,0,0,0,0,0,1.0,0.0,0.0,2,0.0,12.0,5:47,0.1,0.0,0.1,0,0,0,0,
28,29.0,Justin Abdelkader,20.0,LW,2,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,6,0.0,24.0,12:13,-0.1,0.0,0.0,0,5,5,7,41.7
29,30.0,Darren Helm,21.0,C,7,0,0,0,-2,2,0,0,0,0,0.0,0.0,0.0,7,0.0,49.0,7:00,-0.1,0.0,-0.2,0,3,5,18,21.7
30,31.0,Jimmy Howard,23.0,G,4,0,0,0,0,0,0,0,0,0,,,,0,,197.0,49:16,0.0,0.0,0.8,0,0,0,0,
31,32.0,Kyle Quincey,22.0,D,6,0,0,0,-3,4,0,0,0,0,0.0,0.0,0.0,5,0.0,84.0,13:58,-0.1,-0.1,-0.2,7,12,0,0,
32,33.0,Garrett Stafford,28.0,D,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,14.0,6:45,0.0,0.0,0.0,0,1,0,0,
