,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
12,13.0,Tomas Holmström,39.0,LW,74,11,13,24,-9,40,1,10,0,3,8.0,5.0,0.0,97,11.3,879.0,11:52,1.4,0.4,1.8,6,56,1,0,100.0
13,14.0,Justin Abdelkader,24.0,LW,81,8,14,22,4,62,8,0,0,1,14.0,0.0,0.0,121,6.6,997.0,12:19,0.5,1.1,1.6,42,148,239,213,52.9
14,15.0,Brad Stuart,32.0,D,81,6,15,21,16,29,4,1,1,2,15.0,0.0,0.0,96,6.3,1705.0,21:03,1.0,4.5,5.5,115,177,0,0,
15,16.0,Jakub Kindl,24.0,D,55,1,12,13,7,25,1,0,0,0,11.0,1.0,0.0,69,1.4,773.0,14:03,0.6,2.0,2.7,32,61,0,0,
16,17.0,Jonathan Ericsson,27.0,D,69,1,10,11,16,47,1,0,0,0,10.0,0.0,0.0,63,1.6,1179.0,17:05,-0.1,3.5,3.5,43,128,0,0,
17,18.0,Cory Emmerton,23.0,C,71,6,4,10,1,14,6,0,0,0,3.0,1.0,0.0,63,9.5,575.0,8:06,0.1,0.6,0.7,31,37,151,162,48.2
18,19.0,Gustav Nyquist,22.0,LW,18,1,6,7,2,2,1,0,0,0,6.0,0.0,0.0,19,5.3,191.0,10:36,0.3,0.3,0.6,0,4,0,0,
19,20.0,Brendan Smith,22.0,D,14,1,6,7,3,13,1,0,0,0,5.0,1.0,0.0,13,7.7,219.0,15:38,0.6,0.7,1.3,8,17,0,0,
20,21.0,Kyle Quincey,26.0,D,18,2,1,3,0,29,1,1,0,0,1.0,0.0,0.0,37,5.4,367.0,20:22,0.1,0.7,0.8,24,33,0,0,
21,22.0,Chris Conner,28.0,RW,8,1,2,3,2,0,1,0,0,0,2.0,0.0,0.0,10,10.0,85.0,10:34,0.2,0.2,0.4,3,4,0,0,
22,23.0,Jan Mursak,24.0,LW,25,1,2,3,2,0,1,0,0,0,2.0,0.0,0.0,22,4.5,189.0,7:33,-0.1,0.3,0.2,11,21,1,2,33.3
23,24.0,Mike Commodore,32.0,D,17,0,2,2,3,21,0,0,0,0,2.0,0.0,0.0,16,0.0,195.0,11:30,0.0,0.6,0.6,19,32,0,0,
24,25.0,Fabian Brunnstrom,26.0,LW,5,0,1,1,-2,4,0,0,0,0,1.0,0.0,0.0,6,0.0,45.0,9:04,0.0,0.0,-0.1,1,4,0,0,
25,26.0,Ty Conklin,35.0,G,15,0,1,1,0,0,0,0,0,0,,,,0,,805.0,53:38,0.0,0.0,0.9,0,0,0,0,
26,27.0,Patrick Eaves,27.0,RW,10,0,1,1,0,2,0,0,0,0,1.0,0.0,0.0,24,0.0,110.0,11:03,-0.2,0.1,-0.1,7,21,2,3,40.0
27,28.0,Jimmy Howard,27.0,G,57,0,1,1,0,6,0,0,0,0,,,,0,,3360.0,58:57,0.0,0.0,10.3,0,0,0,0,
28,29.0,Doug Janik,31.0,D,9,0,1,1,2,6,0,0,0,0,1.0,0.0,0.0,6,0.0,131.0,14:30,0.0,0.4,0.4,6,7,0,0,
29,30.0,Joakim Andersson,22.0,C,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3,0.0,33.0,6:40,-0.1,0.1,0.0,1,5,5,1,83.3
30,31.0,Joey MacDonald,31.0,G,14,0,0,0,0,0,0,0,0,0,,,,0,,806.0,57:32,0.0,0.0,1.9,0,0,0,0,
31,32.0,Riley Sheahan,20.0,C,1,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,3,0.0,6.0,6:03,0.0,0.0,0.0,1,1,0,0,
