,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
15,16.0,Christian Djoos,26.0,D,36,2,9,11,-13,14,1,1,0,0,6,3,0,39,5.1,543.0,15:05,0.7,0.4,1.1,26,10,0,0,
16,17.0,Marc Staal,34.0,D,56,3,7,10,-5,20,3,0,0,0,7,0,0,53,5.7,1031.0,18:25,0.1,2.2,2.3,45,58,0,0,
17,18.0,Darren Helm,34.0,C,47,3,5,8,-3,10,3,0,0,0,5,0,0,83,3.6,690.0,14:41,-0.8,0.8,0.0,20,39,6,3,66.7
18,19.0,Evgeny Svechnikov,24.0,LW,21,3,5,8,-3,10,2,1,0,1,4,1,0,21,14.3,248.0,11:49,0.5,0.2,0.7,6,20,1,2,33.3
19,20.0,Patrik Nemeth,28.0,D,39,2,6,8,-1,14,2,0,0,0,6,0,0,46,4.3,718.0,18:24,0.2,1.7,1.9,47,65,0,0,
20,21.0,Tyler Bertuzzi,25.0,LW,9,5,2,7,0,4,2,3,0,1,1,1,0,20,25.0,177.0,19:37,0.8,0.2,1.0,3,13,1,1,50.0
21,22.0,Frans Nielsen,36.0,C,29,1,5,6,-3,0,1,0,0,0,5,0,0,24,4.2,352.0,12:08,-0.3,0.3,0.1,12,23,21,19,52.5
22,23.0,Jonathon Merrill,28.0,D,36,0,5,5,2,12,0,0,0,0,5,0,0,35,0.0,709.0,19:41,-0.3,1.9,1.6,58,24,0,0,
23,24.0,Richard Panik,29.0,RW,12,1,3,4,0,2,1,0,0,0,3,0,0,19,5.3,176.0,14:39,0.0,0.2,0.3,5,17,0,0,
24,25.0,Givani Smith,22.0,RW,16,1,3,4,-5,21,1,0,0,1,3,0,0,20,5.0,169.0,10:35,0.0,0.0,0.1,4,28,0,0,
25,26.0,Dennis Cholowski,22.0,D,16,1,2,3,-1,4,1,0,0,0,2,0,0,10,10.0,254.0,15:54,0.1,0.6,0.7,18,5,0,0,
26,27.0,Alex Biega,32.0,D,13,0,3,3,-1,4,0,0,0,0,3,0,0,4,0.0,139.0,10:40,0.1,0.3,0.4,11,22,0,0,
27,28.0,Gustav Lindstrom,22.0,D,13,0,3,3,1,0,0,0,0,0,3,0,0,8,0.0,210.0,16:07,0.1,0.6,0.7,17,14,0,0,
28,29.0,Mathias Brome,26.0,F,26,1,1,2,-9,8,1,0,0,1,1,0,0,22,4.5,355.0,13:39,-0.7,0.1,-0.6,7,19,1,2,33.3
29,30.0,Taro Hirose,24.0,LW,6,0,2,2,2,0,0,0,0,0,2,0,0,10,0.0,86.0,14:22,0.0,0.2,0.2,2,1,1,1,50.0
30,31.0,Joe Veleno,21.0,C,5,1,0,1,0,4,0,1,0,0,0,0,0,8,12.5,76.0,15:06,0.0,0.1,0.1,4,7,17,17,50.0
31,32.0,Jonathan Bernier,32.0,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,1306.0,54:26,0.0,0.0,5.0,0,0,0,0,
32,33.0,Thomas Greiss,35.0,G,34,0,0,0,0,2,0,0,0,0,0,0,0,0,,1755.0,51:37,0.0,0.0,5.6,0,1,0,0,
33,34.0,Calvin Pickard,28.0,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,304.0,50:35,0.0,0.0,0.3,0,0,0,0,
