,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Brendan Shanahan,28.0,LW,79,46,41,87,31,131,24,20,2,7,24.0,15.0,2.0,323,14.2,,,9.2,2.2,11.5
1,2.0,Steve Yzerman,31.0,LW,81,22,63,85,22,78,14,8,0,3,43.0,18.0,2.0,232,9.5,,,6.7,2.0,8.7
2,3.0,Sergei Fedorov,27.0,C,74,30,33,63,29,30,19,9,2,4,26.0,6.0,1.0,273,11.0,,,5.7,2.1,7.8
3,4.0,Nicklas Lidström,26.0,D,79,15,42,57,11,30,7,8,0,1,19.0,22.0,1.0,214,7.0,,,5.1,5.3,10.4
4,5.0,Igor Larionov,36.0,C,64,12,42,54,31,26,9,2,1,4,26.0,15.0,1.0,95,12.6,,,3.6,2.0,5.6
5,6.0,Darren McCarty,24.0,RW,68,19,30,49,14,126,14,5,0,6,19.0,11.0,0.0,171,11.1,,,3.6,1.5,5.1
6,7.0,Vyacheslav Kozlov,24.0,C,75,23,22,45,21,46,20,3,0,6,16.0,6.0,0.0,211,10.9,,,3.4,1.8,5.2
7,8.0,Vladimir Konstantinov,29.0,D,77,5,33,38,38,151,5,0,0,0,24.0,7.0,2.0,141,3.5,,,2.5,7.1,9.5
8,9.0,Martin Lapointe,23.0,RW,78,16,17,33,-14,167,10,5,1,1,12.0,5.0,0.0,149,10.7,,,1.5,0.7,2.2
9,10.0,Viacheslav Fetisov,38.0,D,64,5,23,28,26,76,5,0,0,1,20.0,3.0,0.0,95,5.3,,,1.8,5.5,7.3
10,11.0,Tomas Sandström,32.0,RW,34,9,9,18,2,36,8,0,1,2,6.0,3.0,0.0,66,13.6,,,1.2,0.6,1.7
11,12.0,Greg Johnson,25.0,RW,43,6,10,16,-5,12,6,0,0,0,7.0,3.0,0.0,56,10.7,,,0.4,0.5,0.8
12,13.0,Kris Draper,25.0,C,76,8,5,13,-11,73,7,1,0,1,4.0,0.0,1.0,85,9.4,,,-1.0,0.7,-0.3
13,14.0,Doug Brown,32.0,LW,49,6,7,13,-3,8,5,1,0,0,5.0,1.0,1.0,69,8.7,,,-0.1,0.6,0.5
14,15.0,Bob Rouse,32.0,D,70,4,9,13,8,58,2,0,2,0,8.0,0.0,1.0,70,5.7,,,0.2,4.6,4.8
15,16.0,Mathieu Dandenault,20.0,RW,65,3,9,12,-10,28,3,0,0,0,9.0,0.0,0.0,81,3.7,,,-1.1,0.6,-0.5
16,17.0,Jamie Pushor,23.0,D,75,4,7,11,1,129,4,0,0,0,7.0,0.0,0.0,63,6.3,,,-0.1,4.4,4.3
17,18.0,Tomas Holmström,24.0,LW,47,6,3,9,-10,33,3,3,0,0,1.0,2.0,0.0,53,11.3,,,-0.4,0.3,-0.1
18,19.0,Kirk Maltby,24.0,LW,66,3,5,8,3,75,3,0,0,0,4.0,0.0,1.0,62,4.8,,,-1.5,1.1,-0.5
19,20.0,Tim Taylor,27.0,C,44,3,4,7,-6,52,2,0,1,0,3.0,1.0,0.0,44,6.8,,,-0.8,0.4,-0.3
20,21.0,Aaron Ward,24.0,D,49,2,5,7,-9,52,2,0,0,0,3.0,1.0,1.0,40,5.0,,,-0.1,2.2,2.0
21,22.0,Larry Murphy,35.0,D,12,2,4,6,2,0,1,1,0,1,2.0,2.0,0.0,21,9.5,,,0.5,0.8,1.3
22,23.0,Anders Eriksson,22.0,D,23,0,6,6,5,10,0,0,0,0,6.0,0.0,0.0,27,0.0,,,0.1,1.7,1.8
23,24.0,Joe Kocur,32.0,RW,34,2,1,3,-7,70,2,0,0,1,1.0,0.0,0.0,38,5.3,,,-0.9,0.3,-0.6
24,25.0,Bob Errey,32.0,LW,36,1,2,3,-3,27,1,0,0,0,2.0,0.0,0.0,34,2.9,,,-1.0,0.4,-0.6
25,26.0,Chris Osgood,24.0,G,47,0,2,2,0,6,0,0,0,0,,,,0,,2769.0,58:55,0.0,0.0,7.0
26,27.0,Mike Knuble,24.0,RW,9,1,0,1,-1,0,1,0,0,0,0.0,0.0,0.0,10,10.0,,,-0.2,0.1,-0.1
27,28.0,Kevin Hodson,24.0,G,6,0,1,1,0,0,0,0,0,0,,,,0,,294.0,48:58,0.0,0.0,0.9
28,29.0,Stu Grimson,31.0,LW,1,0,0,0,-1,0,0,0,0,0,0.0,0.0,0.0,0,,,,0.0,0.0,-0.1
29,30.0,Mark Major,26.0,LW,2,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,,,,-0.1,0.0,0.0
30,31.0,Mike Ramsey,36.0,D,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,,,0.0,0.1,0.1
31,32.0,Mike Vernon,33.0,G,33,0,0,0,0,35,0,0,0,0,,,,0,,1952.0,59:09,0.0,0.0,3.8
