,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Joe Carveth,27.0,RW,48,17,18,35,,10,14.0,3.0,0.0,2.0,14,4.0,0.0,,,,,2.5,0.9,3.3
1,2.0,Adam Brown,25.0,LW,49,20,12,32,,27,16.0,4.0,0.0,3.0,11,1.0,0.0,,,,,2.3,0.9,3.2
2,3.0,Eddie Bruneteau,26.0,RW,46,17,12,29,,11,14.0,3.0,0.0,4.0,8,4.0,0.0,,,,,2.0,0.8,2.8
3,4.0,Murray Armstrong,30.0,C,40,8,18,26,,4,8.0,0.0,0.0,2.0,15,3.0,0.0,,,,,1.2,0.7,1.9
4,5.0,Harry Watson,22.0,LW,44,14,10,24,,4,12.0,2.0,0.0,4.0,9,1.0,0.0,,,,,1.4,0.8,2.1
5,6.0,Bill Quackenbush,23.0,D,49,11,11,22,,6,7.0,4.0,0.0,1.0,9,2.0,0.0,,,,,2.0,3.5,5.6
6,7.0,Carl Liscombe,30.0,LW,44,12,9,21,,2,8.0,4.0,0.0,2.0,7,2.0,0.0,,,,,0.9,0.8,1.7
7,8.0,Fern Gauthier,26.0,RW,30,9,8,17,,6,7.0,2.0,0.0,0.0,7,1.0,0.0,,,,,0.9,0.5,1.5
8,9.0,Ted Lindsay,20.0,LW,47,7,10,17,,14,7.0,0.0,0.0,0.0,9,1.0,0.0,,,,,-0.1,0.8,0.7
9,10.0,Jack Stewart,28.0,D,47,4,11,15,,73,3.0,1.0,0.0,0.0,11,0.0,0.0,,,,,0.8,3.4,4.2
10,11.0,Flash Hollett,34.0,D,38,4,9,13,,16,1.0,3.0,0.0,1.0,3,5.0,1.0,,,,,0.8,2.7,3.6
11,12.0,Syd Howe,34.0,C,26,4,7,11,,9,3.0,1.0,0.0,1.0,7,0.0,0.0,,,,,0.1,0.5,0.6
12,13.0,Mud Bruneteau,31.0,RW,28,6,4,10,,2,6.0,0.0,0.0,0.0,3,1.0,0.0,,,,,0.1,0.5,0.6
13,14.0,Gerry Couture,20.0,C,43,3,7,10,,18,3.0,0.0,0.0,0.0,7,0.0,0.0,,,,,-1.0,0.8,-0.2
14,15.0,Harold Jackson,27.0,D,36,3,4,7,,36,2.0,0.0,1.0,0.0,4,0.0,0.0,,,,,0.2,2.6,2.8
15,16.0,Jim Conacher,24.0,C,20,1,5,6,,6,1.0,0.0,0.0,0.0,5,0.0,0.0,,,,,-0.4,0.4,0.0
16,17.0,Pat Lundy,21.0,C,4,3,2,5,,2,3.0,0.0,0.0,0.0,2,0.0,0.0,,,,,0.6,0.1,0.6
17,18.0,Rollie McLenahan,24.0,D,8,2,1,3,,10,1.0,0.0,1.0,0.0,1,0.0,0.0,,,,,0.3,0.6,0.9
18,19.0,Roly Rossignol,24.0,RW,8,1,2,3,,4,1.0,0.0,0.0,0.0,2,0.0,0.0,,,,,0.0,0.1,0.1
19,20.0,Sid Abel,27.0,C,7,0,3,3,,0,0.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.2,0.1,0.0
20,21.0,Earl Seibert,34.0,D,18,0,3,3,,18,0.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.1,1.3,1.2
21,22.0,Gerry Brown,28.0,LW,10,0,1,1,,2,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.4,0.2,-0.2
22,23.0,Doug McCaig,26.0,D,6,0,1,1,,12,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,0.4,0.4
23,24.0,Les Douglas,27.0,C,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,0.0
24,25.0,John Holota,24.0,C,3,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
25,26.0,Harry Lumley,19.0,G,50,0,0,0,,6,,,,,0,,,,,3000.0,60:00,0.0,0.0,9.0
