,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Steve Yzerman,33.0,C,80,29,45,74,8,42,14,13,2,4,33.0,11.0,1.0,231,12.6,1727.0,21:35,5.8,2.0,7.8
1,2.0,Sergei Fedorov,29.0,C,77,26,37,63,9,66,18,6,2,3,24.0,13.0,0.0,224,11.6,1490.0,19:21,5.0,1.8,6.9
2,3.0,Igor Larionov,38.0,C,75,14,49,63,13,48,8,4,2,2,29.0,18.0,2.0,83,16.9,1300.0,17:20,4.3,1.8,6.1
3,4.0,Brendan Shanahan,30.0,LW,81,31,27,58,2,123,26,5,0,5,14.0,11.0,2.0,288,10.8,1419.0,17:31,5.2,1.5,6.7
4,5.0,Vyacheslav Kozlov,26.0,C,79,29,29,58,10,45,22,6,1,4,13.0,14.0,2.0,209,13.9,1267.0,16:02,5.4,1.7,7.1
5,6.0,Nicklas Lidström,28.0,D,81,14,43,57,14,14,6,6,2,3,18.0,23.0,2.0,205,6.8,2148.0,26:31,5.0,5.3,10.3
6,7.0,Larry Murphy,37.0,D,80,10,42,52,21,42,4,5,1,2,20.0,21.0,1.0,168,6.0,1940.0,24:15,4.3,5.4,9.7
7,8.0,Darren McCarty,26.0,RW,69,14,26,40,10,108,8,6,0,1,22.0,3.0,1.0,140,10.0,1178.0,17:04,2.3,1.6,3.9
8,9.0,Tomas Holmström,26.0,LW,82,13,21,34,-11,69,8,5,0,4,12.0,9.0,0.0,100,13.0,1014.0,12:22,2.0,0.6,2.6
9,10.0,Martin Lapointe,25.0,RW,77,16,13,29,7,141,8,7,1,4,12.0,1.0,0.0,153,10.5,1163.0,15:06,1.4,1.4,2.9
10,11.0,Doug Brown,34.0,RW,80,9,19,28,5,42,5,3,1,1,16.0,1.0,2.0,180,5.0,1103.0,13:47,0.8,1.3,2.1
11,12.0,Kris Draper,27.0,C,80,4,14,18,2,79,3,0,1,1,11.0,0.0,3.0,78,5.1,1017.0,12:43,-0.5,1.1,0.6
12,13.0,Kirk Maltby,26.0,RW,53,8,6,14,-6,34,7,0,1,2,5.0,1.0,0.0,76,10.5,700.0,13:13,0.4,0.5,0.8
13,14.0,Mathieu Dandenault,22.0,RW,75,4,10,14,17,59,4,0,0,0,9.0,1.0,0.0,94,4.3,1138.0,15:10,-1.2,1.8,0.6
14,15.0,Stacy Roest,24.0,C,59,4,8,12,-7,14,4,0,0,1,7.0,1.0,0.0,50,8.0,476.0,8:04,0.3,0.2,0.6
15,16.0,Anders Eriksson,24.0,D,61,2,10,12,5,34,2,0,0,1,9.0,0.0,1.0,67,3.0,970.0,15:54,0.4,2.3,2.7
16,17.0,Aaron Ward,26.0,D,60,3,8,11,-5,52,3,0,0,0,7.0,0.0,1.0,46,6.5,835.0,13:55,0.6,1.2,1.8
17,18.0,Jamie Macoun,37.0,D,69,1,10,11,-1,36,1,0,0,0,10.0,0.0,0.0,62,1.6,1208.0,17:30,0.0,2.3,2.3
18,19.0,Joe Kocur,34.0,RW,39,2,5,7,0,87,2,0,0,0,5.0,0.0,0.0,20,10.0,263.0,6:44,0.2,0.3,0.5
19,20.0,Wendel Clark,32.0,LW,12,4,2,6,1,2,4,0,0,1,2.0,0.0,0.0,44,9.1,204.0,17:01,0.5,0.2,0.7
20,21.0,Uwe Krupp,33.0,D,22,3,2,5,0,6,3,0,0,0,1.0,1.0,0.0,32,9.4,470.0,21:23,0.3,0.9,1.2
21,22.0,Todd Gill,33.0,D,23,2,2,4,-4,11,2,0,0,1,2.0,0.0,0.0,25,8.0,431.0,18:45,0.2,0.5,0.7
22,23.0,Chris Osgood,26.0,G,63,0,3,3,0,8,0,0,0,0,,,,0,,3691.0,58:36,0.0,0.0,10.0
23,24.0,Chris Chelios,37.0,D,10,1,1,2,5,4,0,1,0,1,0.0,1.0,0.0,15,6.7,224.0,22:21,0.1,0.8,0.9
24,25.0,Brent Gilchrist,31.0,LW,5,1,0,1,-1,0,1,0,0,1,0.0,0.0,0.0,4,25.0,60.0,11:58,0.0,0.0,0.1
25,26.0,Petr Klima,34.0,LW,13,1,0,1,-3,4,1,0,0,1,0.0,0.0,0.0,12,8.3,78.0,5:58,0.0,0.0,0.0
26,27.0,Yan Golubovsky,22.0,D,17,0,1,1,4,16,0,0,0,0,1.0,0.0,0.0,10,0.0,164.0,9:39,-0.1,0.6,0.6
27,28.0,Doug Houda,32.0,D,3,0,1,1,-2,0,0,0,0,0,1.0,0.0,0.0,1,0.0,21.0,6:51,0.1,-0.1,0.0
28,29.0,Philippe Audet,21.0,LW,4,0,0,0,-2,0,0,0,0,0,0.0,0.0,0.0,3,0.0,17.0,4:19,0.0,-0.1,-0.1
29,30.0,Kevin Hodson,26.0,G,4,0,0,0,0,0,0,0,0,0,,,,0,,175.0,43:50,0.0,0.0,0.3
30,31.0,Darryl Laplante,21.0,C,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,6.0,1:59,0.0,0.0,0.0
31,32.0,Norm Maracle,24.0,G,16,0,0,0,0,0,0,0,0,0,,,,0,,821.0,51:19,0.0,0.0,2.6
32,33.0,Bill Ranford,32.0,G,4,0,0,0,0,0,0,0,0,0,,,,0,,244.0,61:06,0.0,0.0,0.7
33,34.0,Ulf Samuelsson,34.0,D,4,0,0,0,-1,6,0,0,0,0,0.0,0.0,0.0,2,0.0,70.0,17:32,-0.1,0.1,0.0
