,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Pavel Datsyuk,27.0,C,75,28,59,87,26,22,17,11,0,4,31.0,28.0,0.0,145,19.3,1342.0,17:53,7.4,2.4,9.8
1,2.0,Henrik Zetterberg,25.0,LW,77,39,46,85,29,30,21,17,1,9,28.0,18.0,0.0,270,14.4,1460.0,18:57,8.0,2.6,10.6
2,3.0,Brendan Shanahan,37.0,LW,82,40,41,81,29,105,26,14,0,6,27.0,14.0,0.0,289,13.8,1360.0,16:35,8.0,2.5,10.5
3,4.0,Nicklas Lidström,35.0,D,80,16,64,80,21,50,7,9,0,2,23.0,41.0,0.0,243,6.6,2249.0,28:07,6.8,6.1,12.9
4,5.0,Robert Lang,35.0,C,72,20,42,62,17,72,12,8,0,3,26.0,16.0,0.0,171,11.7,1170.0,16:15,4.7,1.9,6.5
5,6.0,Tomas Holmström,33.0,RW,81,29,30,59,14,66,18,11,0,8,17.0,13.0,0.0,140,20.7,1132.0,13:59,5.4,1.7,7.1
6,7.0,Mathieu Schneider,36.0,D,72,21,38,59,33,86,10,11,0,4,20.0,18.0,0.0,188,11.2,1765.0,24:31,5.8,6.1,11.9
7,8.0,Jason Williams,25.0,RW,80,21,37,58,4,26,15,6,0,4,19.0,18.0,0.0,177,11.9,1193.0,14:55,4.3,1.4,5.7
8,9.0,Mikael Samuelsson,29.0,RW,71,23,22,45,27,42,16,7,0,3,16.0,6.0,0.0,187,12.3,960.0,13:31,3.9,2.0,5.9
9,10.0,Steve Yzerman,40.0,C,61,14,20,34,8,18,10,4,0,3,13.0,7.0,0.0,86,16.3,779.0,12:47,2.5,1.1,3.6
10,11.0,Kris Draper,34.0,RW,80,10,22,32,3,58,9,0,1,1,19.0,2.0,1.0,153,6.5,1422.0,17:46,0.0,1.6,1.6
11,12.0,Jason Woolley,36.0,D,53,1,18,19,3,28,1,0,0,0,8.0,10.0,0.0,43,2.3,631.0,11:54,1.2,1.5,2.7
12,13.0,Johan Franzén,26.0,C,80,12,4,16,4,36,10,0,2,2,4.0,0.0,0.0,119,10.1,996.0,12:27,-0.2,1.2,1.0
13,14.0,Mark Mowers,31.0,RW,46,4,11,15,13,16,4,0,0,0,11.0,0.0,0.0,65,6.2,382.0,8:18,0.8,0.9,1.6
14,15.0,Dan Cleary,27.0,LW,77,3,12,15,5,40,3,0,0,1,10.0,0.0,2.0,106,2.8,808.0,10:30,-0.6,1.0,0.4
15,16.0,Andreas Lilja,30.0,D,82,2,13,15,18,98,2,0,0,1,11.0,1.0,1.0,78,2.6,1559.0,19:01,-0.2,4.5,4.3
16,17.0,Brett Lebda,24.0,D,46,3,9,12,9,20,2,1,0,1,9.0,0.0,0.0,50,6.0,581.0,12:38,0.8,1.9,2.6
17,18.0,Kirk Maltby,33.0,RW,82,5,6,11,-9,80,4,0,1,0,5.0,0.0,1.0,115,4.3,1126.0,13:44,-1.7,0.8,-0.9
18,19.0,Chris Chelios,44.0,D,81,4,7,11,22,108,2,1,1,0,4.0,1.0,2.0,83,4.8,1497.0,18:29,-0.3,4.7,4.4
19,20.0,Niklas Kronwall,25.0,D,27,1,8,9,11,28,0,1,0,0,7.0,1.0,0.0,28,3.6,554.0,20:31,0.3,1.9,2.3
20,21.0,Jiri Fischer,25.0,D,22,3,5,8,8,33,2,0,1,1,3.0,2.0,0.0,36,8.3,456.0,20:43,0.5,1.5,2.1
21,22.0,Cory Cross,35.0,D,16,1,1,2,3,15,1,0,0,0,1.0,0.0,0.0,11,9.1,204.0,12:44,0.1,0.6,0.7
22,23.0,Don MacLean,29.0,C,3,1,1,2,2,0,0,1,0,1,1.0,0.0,0.0,3,33.3,38.0,12:45,0.2,0.1,0.3
23,24.0,Valtteri Filppula,21.0,C,4,0,1,1,1,2,0,0,0,0,1.0,0.0,0.0,1,0.0,29.0,7:19,0.0,0.1,0.1
24,25.0,Manny Legace,32.0,G,51,0,1,1,0,0,0,0,0,0,,,,0,,2905.0,56:57,0.0,0.0,9.3
25,26.0,Jamie Rivers,30.0,D,15,0,1,1,0,12,0,0,0,0,1.0,0.0,0.0,4,0.0,133.0,8:51,-0.1,0.3,0.2
26,27.0,Jimmy Howard,21.0,G,4,0,0,0,0,0,0,0,0,0,,,,0,,201.0,50:10,0.0,0.0,0.7
27,28.0,Jiri Hudler,22.0,C,4,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,3,0.0,29.0,7:13,-0.1,0.0,-0.1
28,29.0,Tomas Kopecky,23.0,C,1,0,0,0,1,2,0,0,0,0,0.0,0.0,0.0,1,0.0,10.0,9:41,0.0,0.0,0.0
29,30.0,Chris Osgood,33.0,G,32,0,0,0,0,8,0,0,0,0,,,,0,,1846.0,57:41,0.0,0.0,4.7
30,31.0,Kyle Quincey,20.0,D,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,12.0,11:37,0.0,0.0,0.0
