,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
17,18.0,Brendan Smith,25.0,D,76,4,9,13,-2,68,4,0,0,1,7,2,0,88,4.5,1360.0,17:53,0.2,2.6,2.9,68,60,0,0,
18,19.0,Marek Zidlicky,37.0,D,21,3,8,11,-2,14,0,3,0,1,3,5,0,27,11.1,379.0,18:02,1.1,0.6,1.7,17,19,0,0,
19,20.0,Teemu Pulkkinen,23.0,LW,31,5,3,8,5,10,4,1,0,2,2,1,0,67,7.5,356.0,11:29,0.5,0.6,1.1,4,3,0,0,
20,21.0,Joakim Andersson,25.0,C,68,3,5,8,-4,22,3,0,0,1,5,0,0,74,4.1,791.0,11:38,-1.0,0.7,-0.3,24,27,192,183,51.2
21,22.0,Erik Cole,36.0,LW,11,3,3,6,-2,0,2,1,0,0,1,2,0,24,12.5,161.0,14:39,0.6,0.1,0.7,3,18,1,0,100.0
22,23.0,Xavier Ouellet,21.0,D,21,2,1,3,4,2,2,0,0,0,1,0,0,27,7.4,344.0,16:23,0.1,1.1,1.2,13,11,0,0,
23,24.0,Dan Cleary,36.0,RW,17,1,1,2,-4,6,1,0,0,0,1,0,0,17,5.9,155.0,9:08,-0.1,0.0,-0.1,9,21,2,2,50.0
24,25.0,Alexey Marchenko,23.0,D,13,1,1,2,1,2,1,0,0,0,1,0,0,7,14.3,201.0,15:26,0.1,0.5,0.6,10,9,0,0,
25,26.0,Brian Lashoff,24.0,D,11,0,2,2,4,6,0,0,0,0,2,0,0,7,0.0,146.0,13:17,0.0,0.6,0.7,14,7,0,0,
26,27.0,Andrej Nestrasil,23.0,C,13,0,2,2,-3,4,0,0,0,0,1,1,0,16,0.0,144.0,11:04,-0.2,0.0,-0.1,3,5,2,0,100.0
27,28.0,Landon Ferraro,23.0,C,3,1,0,1,1,0,1,0,0,1,0,0,0,4,25.0,36.0,11:59,0.1,0.1,0.2,3,3,0,0,
28,29.0,Jimmy Howard,30.0,G,53,0,1,1,0,2,0,0,0,0,0,1,0,0,,2971.0,56:03,0.0,0.0,7.4,0,0,0,0,
29,30.0,Jonas Gustavsson,30.0,G,7,0,0,0,0,2,0,0,0,0,0,0,0,0,,351.0,50:10,0.0,0.0,0.9,0,0,0,0,
30,31.0,Thomas McCollum,25.0,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,66.0,32:57,0.0,0.0,0.3,0,0,0,0,
31,32.0,Petr Mrazek,22.0,G,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,1585.0,54:39,0.0,0.0,4.9,0,0,0,0,
