,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
22,23.0,Mitchell Stephens,24.0,C,27,0,6,6,-8.0,8,0,0,0,0,6,0,0,17,0.0,302.0,11:11,-0.3,0.1,-0.2,9,21,124,129,49.0
23,24.0,Taro Hirose,25.0,LW,15,1,3,4,-5.0,4,0,1,0,0,2,1,0,10,10.0,160.0,10:40,0.0,0.0,0.0,2,9,1,1,50.0
24,25.0,Jake Walman,25.0,D,19,0,4,4,-6.0,4,0,0,0,0,3,1,0,39,0.0,332.0,17:28,0.0,0.3,0.3,32,26,0,0,
25,26.0,Troy Stecher,27.0,D,16,1,1,2,-6.0,9,1,0,0,0,1,0,0,23,4.3,242.0,15:08,0.0,0.1,0.1,17,19,0,0,
26,27.0,Kyle Criscuolo,29.0,C,6,0,2,2,1.0,2,0,0,0,0,2,0,0,5,0.0,57.0,9:33,0.0,0.1,0.1,1,6,4,9,30.8
27,28.0,Alex Nedeljkovic,26.0,G,59,0,2,2,0.0,2,0,0,0,0,2,0,0,0,,3231.0,54:46,0.0,0.0,8.8,0,0,0,0,
28,29.0,Thomas Greiss,36.0,G,31,0,1,1,0.0,2,0,0,0,0,1,0,0,0,,1508.0,48:38,0.0,0.0,3.3,0,0,0,0,
29,30.0,Gemel Smith,27.0,C,3,0,1,1,-2.0,5,0,0,0,0,1,0,0,1,0.0,20.0,6:46,0.0,0.0,0.0,1,0,6,4,60.0
30,31.0,Riley Barber,27.0,RW,4,0,0,0,-2.0,2,0,0,0,0,0,0,0,4,0.0,34.0,8:27,-0.1,0.0,-0.1,1,3,0,0,
31,32.0,Turner Elson,29.0,LW,2,0,0,0,-1.0,0,0,0,0,0,0,0,0,1,0.0,27.0,13:23,-0.1,0.0,-0.1,1,3,0,0,
32,33.0,Magnus Hellberg,30.0,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,60.0,60:00,0.0,0.0,0.0,0,0,0,0,
33,34.0,Olli Juolevi,23.0,D,8,0,0,0,-1.0,4,0,0,0,0,0,0,0,9,0.0,105.0,13:08,-0.1,0.2,0.0,4,5,0,0,
34,35.0,Chase Pearson,24.0,C,3,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,20.0,6:45,-0.1,0.0,0.0,0,4,2,2,50.0
35,36.0,Calvin Pickard,29.0,G,3,0,0,0,,0,0,0,0,0,0,0,0,0,,126.0,41:53,0.0,0.0,0.2,0,0,0,0,
36,37.0,Dan Renouf,27.0,D,4,0,0,0,-2.0,7,0,0,0,0,0,0,0,3,0.0,56.0,14:00,-0.1,0.0,-0.1,2,4,0,0,
37,38.0,Luke Witkowski,31.0,D,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,9.0,9:18,0.0,0.0,0.0,0,1,0,0,
