,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
0,1.0,Dylan Larkin,25.0,C,71,31,38,69,-18.0,47,25,6,0,4,30,7,1,212,14.6,1396.0,19:39,5.8,1.0,6.8,28,76,630,574,52.3
1,2.0,Tyler Bertuzzi,26.0,LW,68,30,32,62,-11.0,47,23,6,1,5,23,8,1,180,16.7,1351.0,19:52,5.2,1.2,6.4,41,65,6,17,26.1
2,3.0,Lucas Raymond,19.0,LW,82,23,34,57,-32.0,16,18,5,0,2,21,13,0,184,12.5,1489.0,18:09,3.6,0.6,4.2,24,62,12,19,38.7
3,4.0,Moritz Seider,20.0,D,82,7,43,50,-9.0,34,5,2,0,4,22,19,2,187,3.7,1889.0,23:02,3.2,3.5,6.7,161,151,0,0,
4,5.0,Filip Hronek,24.0,D,78,5,33,38,-29.0,36,3,2,0,0,28,5,0,133,3.8,1718.0,22:02,2.1,1.6,3.7,81,70,0,0,
5,6.0,Pius Suter,25.0,F,82,15,21,36,-11.0,22,14,0,1,3,18,3,0,166,9.0,1388.0,16:55,1.1,1.3,2.3,37,24,495,509,49.3
6,7.0,Sam Gagner,32.0,C,81,13,18,31,-4.0,32,12,0,1,0,17,1,0,132,9.8,1103.0,13:37,1.2,1.2,2.4,25,21,142,162,46.7
7,8.0,Robby Fabbri,26.0,C,56,17,13,30,-23.0,35,11,6,0,1,11,2,0,123,13.8,970.0,17:20,1.9,0.3,2.2,19,86,54,55,49.5
8,9.0,Michael Rasmussen,22.0,C,80,15,12,27,-25.0,66,15,0,0,2,10,2,0,128,11.7,1161.0,14:31,0.8,0.5,1.3,65,142,410,409,50.1
9,10.0,Vladislav Namestnikov,29.0,C,60,13,12,25,1.0,34,12,0,1,0,12,0,0,81,16.0,914.0,15:14,1.1,1.1,2.3,32,43,10,10,50.0
10,11.0,Filip Zadina,22.0,RW,74,10,14,24,-24.0,10,6,4,0,1,10,4,0,154,6.5,1049.0,14:11,0.4,0.4,0.8,34,57,5,5,50.0
11,12.0,Jakub Vrana,25.0,LW,26,13,6,19,-8.0,16,8,5,0,3,5,1,0,65,20.0,388.0,14:56,2.0,0.2,2.2,9,14,1,2,33.3
12,13.0,Adam Erne,26.0,LW,79,6,13,19,-22.0,34,6,0,0,1,13,0,0,108,5.6,1057.0,13:23,-0.5,0.5,-0.1,43,161,34,31,52.3
13,14.0,Marc Staal,35.0,D,71,3,13,16,-1.0,28,3,0,0,1,13,0,0,76,3.9,1237.0,17:25,0.3,2.6,3.0,75,94,0,0,
14,15.0,Nick Leddy,30.0,D,55,1,15,16,-33.0,16,1,0,0,0,10,5,0,52,1.9,1185.0,21:33,0.2,0.2,0.4,49,31,0,0,
15,16.0,Joe Veleno,22.0,C,66,8,7,15,-14.0,22,8,0,0,0,7,0,0,73,11.0,872.0,13:13,-0.2,0.5,0.3,25,123,222,238,48.3
16,17.0,Gustav Lindstrom,23.0,D,63,1,12,13,-12.0,22,1,0,0,0,12,0,0,41,2.4,1015.0,16:07,0.1,1.3,1.5,77,59,0,0,
17,18.0,Danny DeKeyser,31.0,D,59,0,11,11,-8.0,26,0,0,0,0,11,0,0,57,0.0,1092.0,18:30,-0.3,1.8,1.5,102,49,0,0,
18,19.0,Oskar Sundqvist,27.0,C,18,4,4,8,1.0,17,4,0,0,1,4,0,0,20,20.0,278.0,15:28,0.4,0.4,0.8,10,21,14,37,27.5
19,20.0,Jordan Oesterle,29.0,D,45,2,6,8,-7.0,4,2,0,0,1,6,0,0,63,3.2,823.0,18:17,0.0,1.3,1.2,44,27,0,0,
20,21.0,Givani Smith,23.0,RW,46,4,3,7,-6.0,108,4,0,0,0,3,0,0,50,8.0,390.0,8:28,0.0,0.3,0.2,20,86,1,1,50.0
21,22.0,Carter Rowney,32.0,RW,26,4,2,6,-4.0,0,4,0,0,0,1,0,1,15,26.7,277.0,10:40,0.2,0.2,0.4,20,36,74,91,44.8
