,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Carl Liscombe,28.0,LW,50,36,37.0,73.0,,17,33.0,3.0,0.0,7.0,32,5.0,0.0,,,,,5.3,1.1,6.4
1,2.0,Syd Howe,32.0,C,48,32,28.0,60.0,,6,29.0,3.0,0.0,5.0,26,2.0,0.0,,,,,4.2,1.1,5.2
2,3.0,Joe Carveth,25.0,RW,46,21,33.0,54.0,,6,21.0,0.0,0.0,1.0,33,0.0,0.0,,,,,3.2,1.0,4.2
3,4.0,Mud Bruneteau,29.0,RW,39,35,18.0,53.0,,4,33.0,2.0,0.0,3.0,16,2.0,0.0,,,,,4.4,0.9,5.2
4,5.0,Don Grosso,28.0,C,42,16,31.0,47.0,,13,14.0,2.0,0.0,1.0,29,2.0,0.0,,,,,2.3,0.9,3.3
5,6.0,Adam Brown,23.0,LW,50,24,18.0,42.0,,56,24.0,0.0,0.0,2.0,18,0.0,0.0,,,,,2.1,1.1,3.2
6,7.0,Murray Armstrong,28.0,C,28,12,22.0,34.0,,4,11.0,1.0,0.0,2.0,20,2.0,0.0,,,,,1.9,0.6,2.5
7,8.0,Harold Jackson,25.0,D,50,7,13.0,20.0,,76,7.0,0.0,0.0,3.0,13,0.0,0.0,,,,,0.6,4.5,5.0
8,9.0,Pat Egan,25.0,D,23,4,15.0,19.0,,60,4.0,0.0,0.0,0.0,15,0.0,0.0,,,,,1.1,2.1,3.1
9,10.0,Flash Hollett,32.0,D,27,6,12.0,18.0,,34,5.0,1.0,0.0,0.0,10,2.0,0.0,,,,,1.0,2.4,3.5
10,11.0,Bill Quackenbush,21.0,D,43,4,14.0,18.0,,6,4.0,0.0,0.0,0.0,14,0.0,0.0,,,,,0.5,3.8,4.3
11,12.0,Bill Jennings,27.0,RW,33,6,11.0,17.0,,10,5.0,1.0,0.0,1.0,11,0.0,0.0,,,,,-0.1,0.7,0.6
12,13.0,Cully Simon,25.0,D,46,3,7.0,10.0,,52,3.0,0.0,0.0,0.0,7,0.0,0.0,,,,,-0.3,4.1,3.8
13,14.0,Bill Thomson,29.0,RW,5,2,2.0,4.0,,0,1.0,1.0,0.0,0.0,2,0.0,0.0,,,,,0.2,0.1,0.3
14,15.0,Ken Kilrea,25.0,LW,14,1,3.0,4.0,,0,1.0,0.0,0.0,0.0,3,0.0,0.0,,,,,-0.4,0.3,-0.1
15,16.0,Nakina Smith,28.0,C,10,1,2.0,3.0,,0,1.0,0.0,0.0,1.0,2,0.0,0.0,,,,,-0.3,0.2,0.0
16,17.0,Hy Buller,17.0,D,7,0,3.0,3.0,,4,0.0,0.0,0.0,0.0,3,0.0,0.0,,,,,0.0,0.6,0.7
17,18.0,Billy Reay,25.0,LW,2,2,0.0,2.0,,0,2.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.2,0.0,0.2
18,19.0,Carl Smith,26.0,RW,7,1,1.0,2.0,,2,1.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.2,0.2,0.0
19,20.0,Jud McAtee,23.0,LW,1,0,2.0,2.0,,0,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,0.1,0.0,0.1
20,21.0,Bernie Ruelle,23.0,LW,2,1,0.0,1.0,,0,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0,0.1
21,22.0,Frank Bennett,21.0,LW,7,0,1.0,1.0,,2,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.3,0.2,-0.2
22,23.0,Eddie Bruneteau,24.0,RW,2,0,1.0,1.0,,0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,0.0,0.0
23,24.0,Tony Bukovich,28.0,LW,3,0,1.0,1.0,,0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.1,0.1,0.0
24,25.0,Roly Rossignol,22.0,RW,1,0,1.0,1.0,,0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,0.0,0.0
25,26.0,Lude Check,25.0,LW,1,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,0.0
26,27.0,Connie Dion,25.0,G,26,0,0.0,0.0,,0,,,,,0,,,,,1560.0,60:00,0.0,0.0,6.2
27,28.0,Francis Kane,21.0,D,2,0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.2,0.1
28,29.0,Vic Lynn,19.0,LW,3,0,0.0,0.0,,4,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
29,30.0,John Sherf,30.0,LW,8,0,0.0,0.0,,6,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.4,0.2,-0.3
30,31.0,Gordon Sherritt,24.0,D,8,0,0.0,0.0,,12,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.7,0.5
31,32.0,Normie Smith,35.0,G,5,0,0.0,0.0,,0,,,,,0,,,,,300.0,60:00,0.0,0.0,1.2
32,33.0,Rudy Zunich,33.0,D,2,0,0.0,0.0,,2,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.2,0.1
33,34.0,Jimmy Franks,29.0,G,17,0,,,,0,,,,,0,,,,,1020.0,60:00,0.0,0.0,2.9
34,35.0,Harry Lumley,17.0,G,2,0,,,,0,,,,,0,,,,,120.0,60:00,0.0,0.0,0.0
