,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Gordie Howe,25.0,RW,70,33,48,81,,109,18.0,15.0,0.0,8.0,30,18.0,0.0,,,,,10.2,1.4,11.6
1,2.0,Ted Lindsay,28.0,LW,70,26,36,62,,110,14.0,11.0,1.0,5.0,20,16.0,0.0,,,,,7.1,1.4,8.6
2,3.0,Red Kelly,26.0,D,62,16,33,49,,18,9.0,6.0,1.0,2.0,23,10.0,0.0,,,,,6.2,5.1,11.3
3,4.0,Dutch Reibel,23.0,C,69,15,33,48,,18,13.0,2.0,0.0,5.0,23,10.0,0.0,,,,,4.2,1.4,5.7
4,5.0,Johnny Wilson,24.0,LW,70,17,17,34,,22,11.0,6.0,0.0,2.0,11,6.0,0.0,,,,,2.8,1.4,4.2
5,6.0,Alex Delvecchio,21.0,C,69,11,18,29,,34,9.0,2.0,0.0,2.0,12,6.0,0.0,,,,,1.6,1.4,3.0
6,7.0,Marty Pavelich,26.0,LW,65,9,20,29,,57,7.0,1.0,1.0,2.0,18,1.0,1.0,,,,,1.5,1.3,2.8
7,8.0,Glen Skov,23.0,C,70,17,10,27,,95,17.0,0.0,0.0,2.0,8,2.0,0.0,,,,,2.0,1.4,3.4
8,9.0,Metro Prystai,26.0,C,70,12,15,27,,26,8.0,4.0,0.0,3.0,10,5.0,0.0,,,,,1.4,1.4,2.8
9,10.0,Bill Dineen,21.0,RW,70,17,8,25,,34,11.0,6.0,0.0,3.0,3,5.0,0.0,,,,,1.7,1.4,3.2
10,11.0,Tony Leswick,30.0,LW,70,6,18,24,,90,6.0,0.0,0.0,0.0,18,0.0,0.0,,,,,0.3,1.4,1.8
11,12.0,Marcel Pronovost,23.0,D,57,6,12,18,,50,4.0,1.0,1.0,3.0,6,5.0,1.0,,,,,1.5,4.7,6.2
12,13.0,Bob Goldham,31.0,D,69,1,15,16,,50,1.0,0.0,0.0,0.0,13,2.0,0.0,,,,,0.5,5.6,6.1
13,14.0,Vic Stasiuk,24.0,RW,42,5,2,7,,4,4.0,1.0,0.0,0.0,2,0.0,0.0,,,,,-0.5,0.9,0.4
14,15.0,Keith Allen,30.0,D,10,0,4,4,,2,0.0,0.0,0.0,0.0,4,0.0,0.0,,,,,0.2,0.8,1.1
15,16.0,Jimmy Peters,31.0,RW,24,0,2,2,,6,0.0,0.0,0.0,0.0,0,2.0,0.0,,,,,-0.6,0.5,-0.1
16,17.0,Benny Woit,26.0,D,70,0,2,2,,38,0.0,0.0,0.0,0.0,2,0.0,0.0,,,,,-1.3,5.7,4.4
17,18.0,Al Arbour,21.0,D,36,0,1,1,,18,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.7,2.9,2.3
18,19.0,Terry Sawchuk,24.0,G,67,0,1,1,,31,,,,,1,,,,,4004.0,59:46,0.0,0.0,14.5
19,20.0,Marcel Bonin,21.0,LW,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0,0.0
20,21.0,Dave Gatherum,21.0,G,3,0,0,0,,0,,,,,0,,,,,180.0,60:00,0.0,0.0,1.0
21,22.0,Jim Hay,22.0,D,12,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.3,1.0,0.7
22,23.0,Earl Johnson,22.0,LW,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0,0.0
23,24.0,Ed Stankiewicz,24.0,C,1,0,0,0,,2,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0,0.0
24,25.0,Lefty Wilson,34.0,G,1,0,0,0,,0,,,,,0,,,,,16.0,16:03,0.0,0.0,0.1
