,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS
0,1.0,Marty Barry,31.0,C,47,17,27,44,,6,16.0,1.0,0.0,4.0,26,1.0,0.0,,,,,5.1,1.0,6.1
1,2.0,Larry Aurie,31.0,RW,45,23,19,42,,20,21.0,1.0,1.0,6.0,19,0.0,0.0,,,,,5.8,1.0,6.8
2,3.0,Herbie Lewis,30.0,LW,45,14,18,32,,14,14.0,0.0,0.0,1.0,18,0.0,0.0,,,,,3.4,1.0,4.3
3,4.0,Syd Howe,25.0,LW,45,17,10,27,,10,17.0,0.0,0.0,1.0,10,0.0,0.0,,,,,3.1,1.0,4.1
4,5.0,Ebbie Goodfellow,29.0,C,48,9,16,25,,43,9.0,0.0,0.0,1.0,14,2.0,0.0,,,,,1.7,1.0,2.8
5,6.0,John Sorrell,31.0,LW,48,8,16,24,,4,8.0,0.0,0.0,2.0,13,3.0,0.0,,,,,1.5,1.0,2.5
6,7.0,Wally Kilrea,27.0,C,47,8,14,22,,6,8.0,0.0,0.0,2.0,14,0.0,0.0,,,,,1.2,1.0,2.2
7,8.0,Gord Pettinger,25.0,LW,48,7,15,22,,13,7.0,0.0,0.0,2.0,15,0.0,0.0,,,,,1.1,1.0,2.2
8,9.0,Mud Bruneteau,22.0,RW,43,9,7,16,,18,9.0,0.0,0.0,4.0,7,0.0,0.0,,,,,0.9,0.9,1.8
9,10.0,Hec Kilrea,29.0,LW,48,6,9,15,,20,5.0,1.0,0.0,1.0,9,0.0,0.0,,,,,0.1,1.0,1.2
10,11.0,Pete Kelly,23.0,RW,47,5,4,9,,12,5.0,0.0,0.0,1.0,4,0.0,0.0,,,,,-0.7,1.0,0.3
11,12.0,Bucko McDonald,22.0,D,47,3,5,8,,20,3.0,0.0,0.0,0.0,5,0.0,0.0,,,,,0.5,4.0,4.6
12,13.0,Rolly Roulston,25.0,D,21,0,5,5,,10,0.0,0.0,0.0,0.0,5,0.0,0.0,,,,,0.2,1.8,2.0
13,14.0,John Gallagher,28.0,D,10,1,0,1,,0,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.1,0.9,0.9
14,15.0,Howie Mackie,23.0,D,9,1,0,1,,4,1.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.1,0.8,0.9
15,16.0,Ralph Bowman,25.0,D,44,0,1,1,,24,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,-0.7,3.8,3.1
16,17.0,Jimmy Orlando,20.0,D,9,0,1,1,,8,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,0.8,0.7
17,18.0,Don Deacon,23.0,C,4,0,0,0,,2,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.1,-0.1
18,19.0,John Sherf,23.0,LW,1,0,0,0,,0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.1,0.0,0.0
19,20.0,Normie Smith,28.0,G,48,0,0,0,,0,,,,,0,,,,,2980.0,62:05,0.0,0.0,9.8
20,21.0,Burr Williams,27.0,D,2,0,0,0,,4,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.2,0.1
21,22.0,Doug Young,28.0,D,11,0,0,0,,6,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,-0.2,0.9,0.7
